country_fr,iso3c,date,max_transit,min_transit,med_transit,max_retail,min_retail,med_retail,max_gp,min_gp,max_parks,min_parks,med_parks,max_res,min_res,med_res,max_workp,min_workp,med_workp
Autriche,AUT,2020-02-15,21,6,13,12,-3,1,6,-3,67,-1,57,0,-2,-2,3,-7,-1
Autriche,AUT,2020-02-16,27,6,11,20,11,21.5,44,10,70,14,35,-1,-3,-2,3,-2,1
Autriche,AUT,2020-02-17,12,-11,7,19,6,6,14,-1,43,5,24,1,-2,0,4,-19,1
Autriche,AUT,2020-02-18,9,-12,6,18,4,5,12,-1,67,23,38,2,-1,0,4,-19,2
Autriche,AUT,2020-02-19,9,-17,2,11,-2,3,11,-6,24,-5,11,2,-1,1,2,-19,1
Autriche,AUT,2020-02-20,10,-15,5,9,1,3,7,-4,32,-3,15,2,-1,0,3,-20,1
Autriche,AUT,2020-02-21,9,-17,2,7,-4,7,8,-1,19,-5,8,3,0,0,4,-20,1
Autriche,AUT,2020-02-22,34,7,13,12,2,4,12,-2,84,20,62,0,-3,-2,5,-1,3
Autriche,AUT,2020-02-23,18,1,5,9,0,23.5,47,12,9,-11,-2,1,-1,0,6,0,2
Autriche,AUT,2020-02-24,15,0,4,21,4,10,19,6,52,0,17,1,-1,0,4,-3,1
Autriche,AUT,2020-02-25,15,-1,7,22,6,9,14,4,88,15,59,4,-1,0,5,-11,0
Autriche,AUT,2020-02-26,0,-5,-4,8,-15,11,14,4,33,-27,4,3,0,2,1,-1,-1
Autriche,AUT,2020-02-27,4,-3,-1,11,-2,8,9,6,22,-11,10,2,0,1,3,0,2
Autriche,AUT,2020-02-28,8,-3,-1,11,-3,9,13,6,20,-9,-6,1,0,1,2,-1,1
Autriche,AUT,2020-02-29,9,-7,1,7,-9,3,7,0,32,-21,12,2,-1,0,1,-1,0
Autriche,AUT,2020-03-01,18,-12,0,14,-14,8,29,-12,31,-46,2,3,-2,0,5,-2,1
Autriche,AUT,2020-03-02,9,-3,1,4,-1,7,8,3,36,-29,4,1,-2,-1,4,1,2
Autriche,AUT,2020-03-03,3,-7,-3,3,-8,3,6,-1,14,-25,0,2,0,1,3,1,2
Autriche,AUT,2020-03-04,8,-3,0,5,0,4,5,2,22,-9,12,0,-1,0,3,1,1
Autriche,AUT,2020-03-05,7,-7,0,5,-6,3,5,-1,29,-20,8,2,-1,0,3,0,2
Autriche,AUT,2020-03-06,0,-6,-3,5,-8,3,4,-3,10,-37,-11,3,0,0,4,-1,1
Autriche,AUT,2020-03-07,12,-11,-5,10,-3,0,3,-3,26,-17,-2,1,0,1,1,-2,0
Autriche,AUT,2020-03-08,16,-4,5,26,8,14,29,4,94,17,34,0,-3,-2,4,-2,1
Autriche,AUT,2020-03-09,7,-6,-2,4,-5,4,6,2,19,-21,-7,1,-1,0,3,-1,1
Autriche,AUT,2020-03-10,9,-10,-2,4,-11,9,13,0,33,-18,10,3,0,0,2,-1,1
Autriche,AUT,2020-03-11,8,-11,-9,-2,-12,17,22,9,33,-6,10,2,0,1,1,-3,-1
Autriche,AUT,2020-03-12,6,-15,-9,-1,-13,24,33,13,53,-6,14,3,1,2,0,-5,-2
Autriche,AUT,2020-03-13,3,-26,-20,-9,-27,46,55,32,7,-37,-16,5,4,5,-4,-10,-4
Autriche,AUT,2020-03-14,6,-50,-34,-25,-48,-8,-1,-19,67,-50,-24,9,7,8,-6,-12,-10
Autriche,AUT,2020-03-15,-13,-57,-40,-46,-75,-25,-3,-54,44,-51,-14,9,5,8,-14,-27,-17
Autriche,AUT,2020-03-16,-41,-63,-54,-65,-84,-14,-6,-37,2,-68,-40,21,17,18,-37,-52,-42
Autriche,AUT,2020-03-17,-45,-70,-63,-73,-86,-30,-25,-46,45,-70,-37,26,21,23,-46,-63,-54
Autriche,AUT,2020-03-18,-45,-70,-63,-72,-86,-30,-24,-44,69,-67,-31,26,22,23,-50,-65,-56
Autriche,AUT,2020-03-19,-38,-74,-65,-74,-88,-28,-20,-44,35,-74,-28,28,23,25,-53,-67,-59
Autriche,AUT,2020-03-20,-44,-76,-67,-77,-89,-30,-21,-45,36,-75,-29,29,24,25,-53,-66,-58
Autriche,AUT,2020-03-21,-44,-85,-74,-86,-93,-39,-33,-54,-31,-86,-67,23,19,20,-49,-63,-52
Autriche,AUT,2020-03-22,-56,-85,-77,-87,-95,-67,-50,-87,-31,-82,-61,17,14,15,-49,-67,-54
Autriche,AUT,2020-03-23,-61,-74,-70,-74,-87,-31,-24,-44,-25,-77,-59,27,23,25,-53,-68,-59
Autriche,AUT,2020-03-24,-56,-75,-70,-75,-87,-34,-26,-47,7,-73,-43,28,24,25,-54,-68,-60
Autriche,AUT,2020-03-25,-58,-76,-73,-77,-87,-35,-28,-46,-21,-77,-59,29,24,26,-54,-69,-60
Autriche,AUT,2020-03-26,-52,-77,-72,-74,-88,-31,-22,-46,-6,-80,-64,29,26,27,-55,-69,-61
Autriche,AUT,2020-03-27,-49,-77,-71,-75,-88,-27,-20,-43,29,-74,-45,28,25,27,-55,-67,-59
Autriche,AUT,2020-03-28,-32,-81,-64,-79,-90,-34,-21,-47,65,-75,-24,20,16,17,-44,-60,-48
Autriche,AUT,2020-03-29,-43,-85,-71,-82,-95,-61.5,-36,-86,19,-82,-44,16,13,13.5,-45,-65,-49
Autriche,AUT,2020-03-30,-59,-77,-72,-72,-87,-30,-23,-47,-17,-83,-56,26,22,24,-52,-67,-57
Autriche,AUT,2020-03-31,-49,-73,-69,-71,-85,-24,-17,-41,12,-74,-45,27,22,24,-51,-67,-58
Autriche,AUT,2020-04-01,-44,-71,-68,-72,-85,-30,-25,-46,19,-69,-34,27,21,24,-52,-67,-57
Autriche,AUT,2020-04-02,-44,-73,-68,-71,-85,-27,-21,-44,22,-72,-35,27,22,24,-52,-68,-58
Autriche,AUT,2020-04-03,-46,-75,-70,-74,-86,-25,-19,-40,5,-75,-43,28,23,25,-52,-67,-59
Autriche,AUT,2020-04-04,-34,-81,-67,-79,-89,-32,-21,-47,20,-76,-39,20,16,17,-43,-58,-46
Autriche,AUT,2020-04-05,-32,-79,-65,-75,-92,-51.5,-21,-82,58,-68,-18,15,11,11.5,-41,-61,-44
Autriche,AUT,2020-04-06,-45,-69,-64,-66,-83,-24,-19,-42,28,-64,-26,24,20,21,-50,-66,-57
Autriche,AUT,2020-04-07,-39,-68,-64,-68,-82,-23,-18,-38,58,-49,-10,24,20,22,-51,-66,-57
Autriche,AUT,2020-04-08,-38,-67,-64,-67,-81,-20,-14,-36,50,-50,-13,24,19,21,-50,-66,-57
Autriche,AUT,2020-04-09,-40,-68,-65,-65,-82,-13,-4,-30,52,-61,-17,24,20,22,-52,-66,-58
Autriche,AUT,2020-04-10,-46,-73,-67,-71,-83,-16,-10,-31,38,-56,-25,25,23,24,-59,-68,-62
Autriche,AUT,2020-04-11,-27,-79,-62,-76,-86,-33,-16,-49,51,-59,-30,16,14,15,-38,-53,-46
Autriche,AUT,2020-04-12,-35,-76,-67,-77,-90,-54,-21,-79,53,-51,-13,12,10,11,-37,-60,-42
Autriche,AUT,2020-04-13,-65,-81,-78,-86,-93,-94,-92,-95,48,-62,-16,33,29,31,-86,-89,-88
Autriche,AUT,2020-04-14,-41,-66,-64,-52,-72,-16,-9,-28,3,-67,-38,23,18,20,-45,-62,-52
Autriche,AUT,2020-04-15,-33,-62,-60,-52,-72,-22,-14,-32,34,-49,-15,23,18,19,-44,-61,-50
Autriche,AUT,2020-04-16,-34,-63,-60,-54,-73,-18,-7,-31,53,-50,-12,22,17,19,-45,-61,-50
Autriche,AUT,2020-04-17,-33,-66,-60,-57,-73,-17,-8,-30,42,-46,-11,22,18,19,-46,-60,-50
Autriche,AUT,2020-04-18,-40,-76,-54.5,-66,-78,-23,-15,-34,61,-51,-17,14,12,13,-30,-48,-35
Autriche,AUT,2020-04-19,-52,-76,-66.5,-77,-89,-54,-30,-79,-6,-60,-36,13,9,11.5,-36,-55,-38
Autriche,AUT,2020-04-20,-52,-61,-58,-48,-69,-24,-17,-36,41,-57,-28,20,15,17,-40,-58,-47
Autriche,AUT,2020-04-21,-48,-62,-55.5,-50,-69,-21,-13,-34,57,-44,-5,21,16,18,-40,-57,-47
Autriche,AUT,2020-04-22,-44,-62,-55.5,-52,-69,-22,-13,-33,57,-40,1,21,15,17,-40,-58,-46
Autriche,AUT,2020-04-23,-46,-62,-57,-54,-70,-18,-8,-30,52,-43,-5,21,15,18,-42,-58,-47
Autriche,AUT,2020-04-24,-47,-65,-58.5,-57,-72,-17,-10,-30,43,-49,-8,21,17,18,-44,-57,-48
Autriche,AUT,2020-04-25,-40,-74,-53.5,-63,-76,-20,-11,-33,57,-57,-1,13,10,12,-27,-47,-31
Autriche,AUT,2020-04-26,-40,-66,-56,-63,-83,-46,-32,-69,101,-30,11,9,7,8,-24,-53,-31
Autriche,AUT,2020-04-27,-46,-61,-55,-46,-69,-21,-14,-36,41,-60,-25,19,14,16,-38,-55,-44
Autriche,AUT,2020-04-28,-44,-61,-52,-49,-69,-18,-11,-33,77,-44,5,17,13,15,-38,-55,-43
Autriche,AUT,2020-04-29,-50,-64,-57.5,-48,-71,-14,-1,-29,8,-75,-42,21,17,18,-39,-56,-44
Autriche,AUT,2020-04-30,-42,-58,-52,-34,-65,17,26,-7,59,-62,-7,17,12,14,-40,-54,-43
Autriche,AUT,2020-05-01,-57,-76,-69,-79,-88,-91,-88,-94,87,-53,-3,29,25,26,-80,-83,-82
Autriche,AUT,2020-05-02,-34,-72,-45,-29,-58,5,14,-15,79,-66,-7,11,7,8,-16,-40,-22
Autriche,AUT,2020-05-03,-29,-61,-48,-64,-82,-31,-24,-70,57,-44,-3,8,6,7,-22,-49,-25
Autriche,AUT,2020-05-04,-37,-52,-44,-14,-52,-7,-1,-25,53,-58,5,14,9,11,-32,-47,-36
Autriche,AUT,2020-05-05,-42,-57,-49,-20,-56,-7,1,-26,30,-65,-11,16,11,14,-33,-47,-38
Autriche,AUT,2020-05-06,-34,-50,-44.5,-22,-53,-3,3,-22,48,-37,8,16,9,11,-32,-48,-36
Autriche,AUT,2020-05-07,-35,-49,-43.5,-23,-55,-3,5,-21,65,-28,17,14,9,11,-33,-47,-37
Autriche,AUT,2020-05-08,-37,-53,-44.5,-25,-56,-1,6,-18,82,-30,22,13,10,11,-35,-46,-38
Autriche,AUT,2020-05-09,-27,-66,-36.5,-29,-59,-1,6,-18,103,-40,10,6,4,6,-11,-38,-18
Autriche,AUT,2020-05-10,-29,-60,-42.5,-51,-80,-17.5,16,-64,97,-47,6,5,3,4,-4,-43,-13
Autriche,AUT,2020-05-11,-39,-51,-44.5,-19,-56,-15,-9,-32,38,-55,-2,14,10,12,-31,-45,-33
Autriche,AUT,2020-05-12,-38,-50,-43.5,-21,-55,-9,-1,-25,40,-51,-18,15,11,12,-29,-44,-34
Autriche,AUT,2020-05-13,-35,-52,-45.5,-26,-57,-9,-3,-27,31,-58,-3,15,10,12,-29,-45,-33
Autriche,AUT,2020-05-14,-34,-51,-47,-27,-58,-7,1,-24,45,-59,-6,15,8,12,-29,-45,-33
Autriche,AUT,2020-05-15,-43,-55,-47.5,-19,-52,-8,-3,-26,12,-71,-40,15,11,12,-30,-44,-33
Autriche,AUT,2020-05-16,-26,-64,-38.5,-18,-53,-13,-7,-28,97,-60,6,8,4,5,-3,-33,-11
Autriche,AUT,2020-05-17,-11,-54,-35,-17,-65,-7.5,28,-61,185,-13,17,5,1,3,1,-40,-9
Autriche,AUT,2020-05-18,-28,-40,-34,0,-45,-10,-5,-27,87,-27,30,9,6,7,-22,-35,-25
Autriche,AUT,2020-05-19,-26,-41,-36,-2,-45,-7,0,-23,104,-26,-1.5,10,7,8,-24,-35,-27
Autriche,AUT,2020-05-20,-18,-39,-30.5,6,-39,22,35,2,80,-44,23,7,3,5,-23,-36,-27
Autriche,AUT,2020-05-21,-44,-58,-53,-46,-71,-87,-83,-92,231,4,78,22,18,20,-77,-83,-80
Belgique,BEL,2020-02-15,18,6,7,11,2,1,8,1,89,15,25,-1,-1,-1,2,1,1
Belgique,BEL,2020-02-16,8,-5,-3,0,-11,-3,-2,-4,-1,-42,-14,1,1,1,-2,-5,-3
Belgique,BEL,2020-02-17,6,1,4,2,0,2,2,1,15,4,10,0,0,0,4,2,3
Belgique,BEL,2020-02-18,7,3,6,6,2,3,4,2,20,14,18,0,-1,0,5,4,5
Belgique,BEL,2020-02-19,6,3,3,4,0,1,1,0,18,3,10,0,-1,0,5,4,4
Belgique,BEL,2020-02-20,4,1,3,-1,-4,-2,0,-3,6,1,5,0,0,0,3,1,3
Belgique,BEL,2020-02-21,8,5,7,1,0,1,4,1,18,3,14,0,-1,0,2,1,2
Belgique,BEL,2020-02-22,4,0,3,-3,-6,1,1,-4,17,-12,-4,0,0,0,-1,-2,-1
Belgique,BEL,2020-02-23,0,-3,0,4,-10,-7,-5,-13,-12,-34,-33,0,0,0,-4,-5,-4
Belgique,BEL,2020-02-24,-9,-15,-10,8,3,-1,1,-5,17,-21,6,5,3,4,-18,-29,-24
Belgique,BEL,2020-02-25,-6,-12,-7,11,3,0,3,-1,38,-3,29,4,3,3,-17,-27,-21
Belgique,BEL,2020-02-26,-9,-15,-11,1,-6,-5,-4,-6,3,-22,-5,4,2,3,-16,-23,-20
Belgique,BEL,2020-02-27,-13,-17,-15,0,-8,-3,0,-7,-4,-35,-14,6,4,6,-18,-25,-23
Belgique,BEL,2020-02-28,-7,-13,-10,2,-3,3,4,-3,10,-16,4,6,4,4,-18,-25,-23
Belgique,BEL,2020-02-29,-1,-4,-2,-3,-7,3,4,-1,2,-24,-7,1,0,1,-2,-5,-4
Belgique,BEL,2020-03-01,7,6,7,9,-5,6,7,1,15,-12,10,0,-1,0,0,-4,0
Belgique,BEL,2020-03-02,1,-1,-1,0,-8,6,8,1,-8,-21,-10,1,0,1,3,2,2
Belgique,BEL,2020-03-03,2,-2,1,2,1,6,7,6,13,6,6,0,0,0,4,3,3
Belgique,BEL,2020-03-04,2,-1,1,2,-3,4,5,4,15,-10,0,0,0,0,4,3,3
Belgique,BEL,2020-03-05,0,-1,-1,1,-6,1,1,-2,-11,-20,-17,2,1,1,2,2,2
Belgique,BEL,2020-03-06,6,-1,3,2,-2,4,6,3,4,-8,-1,1,0,1,2,0,1
Belgique,BEL,2020-03-07,8,6,8,5,2,2,3,1,38,29,32,0,-1,0,2,1,1
Belgique,BEL,2020-03-08,3,-2,-1,9,-5,0,3,-9,-7,-28,-16,1,0,0,0,-5,-1
Belgique,BEL,2020-03-09,-1,-4,-2,1,-5,3,4,2,12,2,2,1,0,1,2,0,0
Belgique,BEL,2020-03-10,-3,-8,-5,-3,-10,3,4,2,-2,-14,-4,2,1,2,1,-1,0
Belgique,BEL,2020-03-11,-3,-7,-5,-2,-12,3,5,3,4,-15,-10,2,1,2,1,-1,0
Belgique,BEL,2020-03-12,-5,-10,-7,-2,-13,16,30,13,8,-7,6,3,2,3,-1,-4,-1
Belgique,BEL,2020-03-13,-15,-19,-17,0,-19,34,45,32,1,-23,-4,7,4,5,-6,-14,-7
Belgique,BEL,2020-03-14,-29,-41,-35,-68,-73,-8,-7,-13,4,-2,1,12,11,12,-24,-33,-27
Belgique,BEL,2020-03-15,-26,-44,-33,-58,-70,-19,-15,-27,42,12,13,9,7,9,-25,-37,-29
Belgique,BEL,2020-03-16,-39,-51,-45,-23,-50,17,18,2,16,-13,4,18,13,14,-34,-47,-36
Belgique,BEL,2020-03-17,-42,-57,-46,-31,-55,23,40,13,32,26,28,19,15,16,-43,-55,-44
Belgique,BEL,2020-03-18,-52,-66,-56,-58,-73,-14,-9,-16,11,-4,11,24,19,20,-50,-64,-51
Belgique,BEL,2020-03-19,-63,-77,-66,-73,-83,-30,-16,-35,-13,-34,-22,31,26,27,-59,-72,-62
Belgique,BEL,2020-03-20,-68,-78,-71,-78,-85,-28,-17,-37,-48,-57,-49,35,30,31,-60,-72,-63
Belgique,BEL,2020-03-21,-64,-76,-69,-82,-88,-46,-34,-48,-27,-54,-35,24,21,23,-48,-60,-52
Belgique,BEL,2020-03-22,-59,-76,-64,-77,-86,-52,-38,-56,-19,-30,-23,17,15,15,-46,-58,-48
Belgique,BEL,2020-03-23,-68,-79,-68,-71,-83,-31,-20,-38,-6,-37,-35,31,26,26,-63,-75,-66
Belgique,BEL,2020-03-24,-67,-80,-67,-70,-84,-27,-15,-35,7,-29,-29,32,27,27,-63,-76,-67
Belgique,BEL,2020-03-25,-67,-79,-68,-74,-85,-35,-25,-38,-5,-39,-35,31,25,26,-62,-75,-67
Belgique,BEL,2020-03-26,-69,-81,-70,-75,-85,-32,-18,-38,-13,-43,-41,34,29,29,-64,-76,-68
Belgique,BEL,2020-03-27,-69,-79,-70,-76,-85,-28,-15,-36,-18,-43,-40,36,30,32,-63,-75,-67
Belgique,BEL,2020-03-28,-64,-77,-67,-81,-88,-44,-30,-47,-35,-47,-36,24,21,22,-49,-62,-52
Belgique,BEL,2020-03-29,-74,-82,-77,-82,-89,-62,-46,-65,-64,-72,-65,19,16,17,-50,-62,-52
Belgique,BEL,2020-03-30,-70,-81,-70,-73,-85,-34,-25,-42,-26,-47,-44,32,26,27,-63,-76,-67
Belgique,BEL,2020-03-31,-69,-81,-69,-72,-84,-32,-19,-37,-5,-37,-35,32,27,27,-63,-76,-68
Belgique,BEL,2020-04-01,-67,-80,-67,-73,-85,-36,-27,-39,-6,-37,-28,31,25,26,-62,-75,-66
Belgique,BEL,2020-04-02,-70,-82,-72,-75,-86,-33,-21,-41,-30,-55,-46,34,29,29,-63,-77,-68
Belgique,BEL,2020-04-03,-70,-80,-71,-77,-85,-30,-14,-37,-31,-52,-42,36,31,32,-62,-75,-67
Belgique,BEL,2020-04-04,-61,-74,-65,-80,-87,-38,-26,-44,-20,-45,-28,24,21,22,-48,-61,-50
Belgique,BEL,2020-04-05,-55,-72,-62,-75,-84,-48,-26,-49,9,-28,-15,17,14,15,-45,-57,-46
Belgique,BEL,2020-04-06,-67,-79,-68,-71,-83,-33,-22,-39,-10,-33,-22,31,26,26,-63,-75,-67
Belgique,BEL,2020-04-07,-64,-79,-65,-68,-82,-27,-13,-32,17,-23,-4,31,25,27,-63,-75,-68
Belgique,BEL,2020-04-08,-63,-78,-65,-70,-83,-32,-18,-35,12,-31,-11,29,23,25,-62,-74,-66
Belgique,BEL,2020-04-09,-65,-79,-65,-70,-83,-27,-11,-32,4,-28,-14,32,27,27,-64,-75,-67
Belgique,BEL,2020-04-10,-65,-77,-66,-72,-83,-23,-6,-30,-4,-32,-14,34,29,31,-63,-75,-67
Belgique,BEL,2020-04-11,-56,-71,-61,-76,-86,-33,-18,-39,-6,-37,-17,22,19,21,-45,-57,-47
Belgique,BEL,2020-04-12,-57,-74,-62,-73,-84,-47,-33,-53,-8,-34,-27,17,14,15,-43,-56,-44
Belgique,BEL,2020-04-13,-80,-86,-80,-85,-89,-75,-73,-80,-23,-52,-26,37,33,35,-87,-90,-88
Belgique,BEL,2020-04-14,-67,-79,-69,-70,-82,-19,-2,-28,-19,-37,-32,31,27,27,-64,-75,-67
Belgique,BEL,2020-04-15,-64,-77,-64,-71,-82,-30,-19,-32,0,-33,-18,29,24,25,-61,-73,-65
Belgique,BEL,2020-04-16,-64,-78,-65,-70,-83,-29,-13,-32,7,-24,-14,31,27,27,-62,-74,-66
Belgique,BEL,2020-04-17,-65,-76,-65,-73,-82,-28,-11,-32,-9,-29,-17,34,29,31,-61,-73,-65
Belgique,BEL,2020-04-18,-66,-75,-66,-79,-86,-41,-29,-45,-48,-57,-55,24,22,22,-42,-56,-45
Belgique,BEL,2020-04-19,-58,-74,-64,-74,-85,-55,-32,-57,-26,-43,-27,17,15,15,-39,-54,-40
Belgique,BEL,2020-04-20,-63,-76,-64,-64,-78,-35,-23,-39,0,-26,-2,30,24,24,-57,-73,-61
Belgique,BEL,2020-04-21,-61,-77,-63,-63,-78,-30,-15,-33,9,-19,-1,29,24,24,-57,-72,-61
Belgique,BEL,2020-04-22,-60,-75,-61,-65,-79,-32,-20,-33,9,-24,2,28,22,23,-55,-70,-59
Belgique,BEL,2020-04-23,-60,-75,-61,-64,-79,-28,-12,-31,12,-19,-2,29,25,25,-57,-71,-61
Belgique,BEL,2020-04-24,-62,-75,-63,-69,-80,-27,-12,-32,-11,-31,-19,32,27,28,-56,-70,-60
Belgique,BEL,2020-04-25,-55,-69,-57,-73,-83,-35,-23,-39,-8,-37,-24,21,19,19,-37,-51,-38
Belgique,BEL,2020-04-26,-49,-67,-53,-69,-80,-45,-23,-45,23,-14,-7,15,13,13,-34,-50,-34
Belgique,BEL,2020-04-27,-59,-74,-61,-60,-77,-32,-20,-38,16,-18,5,28,22,23,-56,-70,-59
Belgique,BEL,2020-04-28,-63,-78,-67,-66,-81,-29,-17,-37,-35,-48,-39,28,23,23,-55,-71,-59
Belgique,BEL,2020-04-29,-61,-75,-63,-66,-79,-24,-17,-31,-25,-42,-36,28,22,23,-53,-69,-57
Belgique,BEL,2020-04-30,-60,-74,-63,-55,-76,-9,7,-20,-22,-39,-35,29,24,24,-55,-69,-58
Belgique,BEL,2020-05-01,-74,-81,-77,-82,-86,-69,-63,-72,-29,-52,-34,39,36,37,-82,-86,-83
Belgique,BEL,2020-05-02,-58,-69,-59,-69,-81,-25,-13,-33,-28,-51,-33,21,19,19,-36,-50,-36
Belgique,BEL,2020-05-03,-52,-67,-56,-68,-79,-44,-27,-47,2,-28,-14,15,13,13,-31,-47,-31
Belgique,BEL,2020-05-04,-57,-70,-59,-54,-73,-26,-14,-29,9,-24,-8,26,21,21,-51,-66,-54
Belgique,BEL,2020-05-05,-54,-70,-57,-53,-72,-23,-10,-23,25,-5,19,26,21,21,-51,-66,-53
Belgique,BEL,2020-05-06,-51,-67,-54,-54,-73,-25,-15,-25,32,-6,26,24,18,19,-48,-64,-51
Belgique,BEL,2020-05-07,-51,-69,-56,-53,-73,-19,-6,-24,29,0,13,26,21,21,-50,-65,-52
Belgique,BEL,2020-05-08,-52,-66,-55,-58,-74,-19,-5,-26,19,-11,13,28,23,24,-49,-64,-51
Belgique,BEL,2020-05-09,-45,-58,-45,-63,-76,-23,-13,-28,47,-8,18,16,14,16,-27,-41,-27
Belgique,BEL,2020-05-10,-44,-63,-51,-53,-76,-32,-17,-40,-26,-42,-42,12,9,11,-10,-38,-17
Belgique,BEL,2020-05-11,-52,-63,-53,-37,-59,-25,-13,-27,-13,-29,-15,23,18,19,-47,-61,-48
Belgique,BEL,2020-05-12,-46,-62,-50,-35,-60,-17,-4,-21,14,-6,-4,23,18,19,-45,-61,-47
Belgique,BEL,2020-05-13,-46,-61,-49,-41,-62,-20,-10,-23,1,-19,-15,22,17,17,-44,-60,-45
Belgique,BEL,2020-05-14,-43,-61,-49,-42,-63,-14,-2,-19,4,-16,0,22,18,19,-45,-61,-46
Belgique,BEL,2020-05-15,-42,-57,-45,-47,-63,-13,-1,-18,15,-16,3,24,20,20,-42,-59,-44
Belgique,BEL,2020-05-16,-32,-47,-36,-52,-65,-17,-10,-23,16,-13,-9,14,13,13,-14,-32,-18
Belgique,BEL,2020-05-17,-28,-48,-29,-54,-69,-23,-6,-27,68,16,22,10,8,9,-9,-29,-13
Belgique,BEL,2020-05-18,-36,-54,-41,-29,-53,-13,-5,-19,42,-1,28,20,15,16,-42,-57,-42
Belgique,BEL,2020-05-19,-33,-55,-38,-29,-53,-7,5,-12,50,14,39,20,15,16,-41,-56,-41
Belgique,BEL,2020-05-20,-34,-52,-37,-23,-50,5,19,-3,51,9,40,17,12,12,-41,-55,-41
Belgique,BEL,2020-05-21,-49,-67,-54,-62,-73,-51,-46,-57,93,48,85,26,24,25,-78,-81,-81
Bulgarie,BGR,2020-02-15,15,-7,2.5,19,-10,0,9,-12,16,-25,-15,1,0,1,12,-7,-1
Bulgarie,BGR,2020-02-16,35,4,15.5,32,-1,8,14,-9,105,1,43,-2,-4,-3,13,-1,4
Bulgarie,BGR,2020-02-17,20,-2,9,18,-2,4.5,10,-10,38,1,18.5,0,-3,-1,7,2,4
Bulgarie,BGR,2020-02-18,13,-3,9.5,9,-6,4.5,20,-11,34,10,19.5,0,-3,-2,11,1,4
Bulgarie,BGR,2020-02-19,17,2,5,11,-9,2.5,14,-6,30,-8,7,0,-4,-1,19,-1,3
Bulgarie,BGR,2020-02-20,10,-8,-2,70,-14,-1,17,-10,9,-29,-10.5,1,-1,0,5,-1,2
Bulgarie,BGR,2020-02-21,15,-3,5,4,-8,4,10,-16,13,-11,-4,0,-3,-1,11,-1,3
Bulgarie,BGR,2020-02-22,12,-4,1.5,15,-12,-0.5,11,-12,131,-37,-10.5,1,-1,0,12,-8,0
Bulgarie,BGR,2020-02-23,19,-4,13,38,-5,3,15,-21,93,-4,43.5,-2,-3,-2,10,1,5.5
Bulgarie,BGR,2020-02-24,14,-6,4.5,13,-8,-0.5,6,-17,20,-11,5,1,-1,0,7,0,3
Bulgarie,BGR,2020-02-25,14,-6,4.5,11,-6,3,12,-14,28,-1,17.5,1,-3,-1,10,1,4
Bulgarie,BGR,2020-02-26,18,-4,7,11,-9,6,23,-2,75,-3,21.5,-1,-4,-2,20,0,3
Bulgarie,BGR,2020-02-27,15,-5,4,3,-11,4,20,-4,13,-7,-2,1,-1,-1,5,-1,3
Bulgarie,BGR,2020-02-28,17,4,9.5,20,-14,6,14,-17,25,-17,-3,1,-2,-1,8,-1,2
Bulgarie,BGR,2020-02-29,26,1,8.5,58,-9,11.5,22,-7,24,-27,-6,1,-1,0,11,0,3
Bulgarie,BGR,2020-03-01,22,-1,13,72,-3,10.5,30,-3,103,10,62,-2,-5,-4,15,6,9
Bulgarie,BGR,2020-03-02,27,1,9,41,1,8,21,-7,71,22,43,2,-3,0,0,-18,-5
Bulgarie,BGR,2020-03-03,5,-20,-12,20,-14,-4,14,-34,185,32,69.5,14,8,11,-42,-70,-54
Bulgarie,BGR,2020-03-04,12,2,6,12,-24,2.5,15,-13,49,-17,2.5,3,-3,0,19,-16,2
Bulgarie,BGR,2020-03-05,16,-7,4,13,-8,5.5,23,-9,16,-4,3.5,4,-3,0,5,-18,2
Bulgarie,BGR,2020-03-06,31,-6,7,21,-6,5.5,12,-19,42,0,18.5,3,0,1,-7,-16,-11
Bulgarie,BGR,2020-03-07,25,-4,10.5,26,-8,11,21,-18,53,-27,15,0,-3,-2,12,-1,5
Bulgarie,BGR,2020-03-08,31,-23,9.5,61,-13,19.5,36,-29,44,-22,12.5,0,-3,-2,19,-1,7.5
Bulgarie,BGR,2020-03-09,14,-14,-3,6,-25,7.5,18,-22,53,-24,-9,7,1,4,-11,-21,-15.5
Bulgarie,BGR,2020-03-10,17,-21,-6.5,0,-28,3.5,18,-22,10,-29,-16,9,2,5,-12,-22,-16
Bulgarie,BGR,2020-03-11,11,-10,-1,7,-16,9,20,-6,52,2,22.5,6,0,3,1,-22,-14
Bulgarie,BGR,2020-03-12,15,-10,4,13,-13,10,27,-3,84,11,44,4,-2,0.5,3,-19,-8.5
Bulgarie,BGR,2020-03-13,17,-19,-2.5,2,-23,20.5,31,-3,45,-7,25,6,0,2,2,-19,-11.5
Bulgarie,BGR,2020-03-14,4,-37,-16.5,-28,-61,3,11,-20,5,-44,-18,9,4,6,-7,-21,-15.5
Bulgarie,BGR,2020-03-15,-20,-59,-46,-35,-75,-23,-5,-49,-32,-65,-43,11,7,9,-18,-34,-25.5
Bulgarie,BGR,2020-03-16,4,-49,-36,-34,-59,-17.5,-10,-35,1,-35,-15,20,11,12,-24,-43,-30
Bulgarie,BGR,2020-03-17,-9,-55,-42,-38,-63,-23,-16,-39,4,-34,-16,23,11,13,-28,-51,-35.5
