country_fr,iso3c,date,max_transit7,min_transit7,med_transit7
Norvège,NOR,2020-03-23,-36,-64,-52
Norvège,NOR,2020-03-24,-36,-65,-54
Norvège,NOR,2020-03-25,-36,-65,-55
Norvège,NOR,2020-03-26,-35,-66,-55
Norvège,NOR,2020-03-27,-36,-66,-55
Norvège,NOR,2020-03-28,-36,-67,-56
Norvège,NOR,2020-03-29,-36,-67,-57
Norvège,NOR,2020-03-30,-35,-67,-56
Norvège,NOR,2020-03-31,-34,-66,-55
Norvège,NOR,2020-04-01,-33,-65,-54
Norvège,NOR,2020-04-02,-34,-65,-55
Norvège,NOR,2020-04-03,-33,-65,-55
Norvège,NOR,2020-04-04,-34,-63,-54
Norvège,NOR,2020-04-05,-32,-63,-52
Norvège,NOR,2020-04-06,-30,-63,-52
Norvège,NOR,2020-04-07,-28,-62,-51
Norvège,NOR,2020-04-08,-26,-62,-50
Norvège,NOR,2020-04-09,-25,-63,-50
Norvège,NOR,2020-04-10,-26,-66,-50
Norvège,NOR,2020-04-11,-25,-67,-52
Norvège,NOR,2020-04-12,-26,-68,-53
Norvège,NOR,2020-04-13,-28,-70,-55
Norvège,NOR,2020-04-14,-31,-71,-55
Norvège,NOR,2020-04-15,-32,-70,-55
Norvège,NOR,2020-04-16,-30,-68,-53
Norvège,NOR,2020-04-17,-27,-65,-51
Norvège,NOR,2020-04-18,-24,-63,-48
Norvège,NOR,2020-04-19,-21,-60,-44
Norvège,NOR,2020-04-20,-17,-57,-40
Norvège,NOR,2020-04-21,-13,-55,-39
Norvège,NOR,2020-04-22,-11,-54,-36
Norvège,NOR,2020-04-23,-9,-53,-35
Norvège,NOR,2020-04-24,-8,-52,-35
Norvège,NOR,2020-04-25,-7,-52,-34
Norvège,NOR,2020-04-26,-7,-52,-35
Norvège,NOR,2020-04-27,-7,-53,-35
Norvège,NOR,2020-04-28,-7,-53,-36
Norvège,NOR,2020-04-29,-7,-53,-36
Norvège,NOR,2020-04-30,-5,-54,-35
Norvège,NOR,2020-05-01,-7,-55,-37
Norvège,NOR,2020-05-02,-6,-53,-36
Norvège,NOR,2020-05-03,-5,-53,-35
Norvège,NOR,2020-05-04,-5,-52,-35
Norvège,NOR,2020-05-05,-5,-51,-34
Norvège,NOR,2020-05-06,-4,-51,-34
Norvège,NOR,2020-05-07,-6,-50,-34
Norvège,NOR,2020-05-08,-2,-47,-31
Norvège,NOR,2020-05-09,-4,-47,-32
Norvège,NOR,2020-05-10,-7,-47,-33
Norvège,NOR,2020-05-11,-6,-47,-33
Norvège,NOR,2020-05-12,-6,-47,-33
Norvège,NOR,2020-05-13,-6,-47,-32
Norvège,NOR,2020-05-14,-7,-46,-32
Norvège,NOR,2020-05-15,-7,-48,-33
Norvège,NOR,2020-05-16,-8,-50,-34
Norvège,NOR,2020-05-17,-2,-49,-32
Norvège,NOR,2020-05-18,-2,-50,-33
Norvège,NOR,2020-05-19,-0,-51,-31
Norvège,NOR,2020-05-20,4,-52,-30
Norvège,NOR,2020-05-21,5,-54,-32
Norvège,NOR,2020-05-22,6,-54,-32
Norvège,NOR,2020-05-23,11,-54,-31
Norvège,NOR,2020-05-24,14,-54,-30
Norvège,NOR,2020-05-25,16,-54,-28
Norvège,NOR,2020-05-26,15,-54,-29
Norvège,NOR,2020-05-27,11,-55,-30
Norvège,NOR,2020-05-28,13,-54,-28
Norvège,NOR,2020-05-29,16,-52,-25
Norvège,NOR,2020-05-30,19,-50,-23
Norvège,NOR,2020-05-31,20,-49,-23
Norvège,NOR,2020-06-01,21,-49,-24
Norvège,NOR,2020-06-02,24,-49,-23
Norvège,NOR,2020-06-03,25,-48,-22
Norvège,NOR,2020-06-04,25,-49,-22
Norvège,NOR,2020-06-05,24,-50,-22
Norvège,NOR,2020-06-06,19,-53,-23
Norvège,NOR,2020-06-07,12,-55,-24
Norvège,NOR,2020-06-08,11,-55,-24
Norvège,NOR,2020-06-09,11,-55,-24
Norvège,NOR,2020-06-10,12,-56,-24
Norvège,NOR,2020-06-11,14,-55,-23
Norvège,NOR,2020-06-12,16,-54,-22
Pologne,POL,2020-02-15,15,-47,-18
Pologne,POL,2020-02-16,18,-38,-13
Pologne,POL,2020-02-17,21,-32,-7
Pologne,POL,2020-02-18,20,-25,-4
Pologne,POL,2020-02-19,20,-19,-0
Pologne,POL,2020-02-20,19,-13,4
Pologne,POL,2020-02-21,16,-8,6
Pologne,POL,2020-02-22,16,-7,6
Pologne,POL,2020-02-23,15,-8,5
Pologne,POL,2020-02-24,14,-7,4
Pologne,POL,2020-02-25,13,-5,5
Pologne,POL,2020-02-26,13,-4,4
Pologne,POL,2020-02-27,12,-4,4
Pologne,POL,2020-02-28,13,-2,4
Pologne,POL,2020-02-29,12,-2,4
Pologne,POL,2020-03-01,13,-0,5
Pologne,POL,2020-03-02,13,-0,5
Pologne,POL,2020-03-03,13,-1,5
Pologne,POL,2020-03-04,13,-1,5
Pologne,POL,2020-03-05,13,-1,5
Pologne,POL,2020-03-06,13,-1,5
Pologne,POL,2020-03-07,14,-2,5
Pologne,POL,2020-03-08,15,-2,5
Pologne,POL,2020-03-09,16,-2,5
Pologne,POL,2020-03-10,15,-2,6
Pologne,POL,2020-03-11,16,-3,5
Pologne,POL,2020-03-12,13,-7,2
Pologne,POL,2020-03-13,8,-13,-3
Pologne,POL,2020-03-14,3,-18,-9
Pologne,POL,2020-03-15,-6,-28,-18
Pologne,POL,2020-03-16,-13,-36,-26
Pologne,POL,2020-03-17,-21,-44,-33
Pologne,POL,2020-03-18,-29,-51,-40
Pologne,POL,2020-03-19,-34,-56,-45
Pologne,POL,2020-03-20,-38,-59,-48
Pologne,POL,2020-03-21,-41,-63,-51
Pologne,POL,2020-03-22,-43,-65,-53
Pologne,POL,2020-03-23,-46,-66,-55
Pologne,POL,2020-03-24,-46,-67,-56
Pologne,POL,2020-03-25,-48,-68,-57
Pologne,POL,2020-03-26,-49,-69,-58
Pologne,POL,2020-03-27,-50,-70,-59
Pologne,POL,2020-03-28,-50,-70,-58
Pologne,POL,2020-03-29,-51,-70,-59
Pologne,POL,2020-03-30,-51,-70,-60
Pologne,POL,2020-03-31,-52,-71,-60
Pologne,POL,2020-04-01,-53,-71,-61
Pologne,POL,2020-04-02,-52,-71,-61
Pologne,POL,2020-04-03,-53,-71,-61
Pologne,POL,2020-04-04,-55,-72,-62
Pologne,POL,2020-04-05,-55,-72,-62
Pologne,POL,2020-04-06,-54,-72,-62
Pologne,POL,2020-04-07,-54,-71,-62
Pologne,POL,2020-04-08,-53,-71,-61
Pologne,POL,2020-04-09,-52,-71,-60
Pologne,POL,2020-04-10,-52,-70,-60
Pologne,POL,2020-04-11,-52,-71,-60
Pologne,POL,2020-04-12,-53,-72,-61
Pologne,POL,2020-04-13,-57,-74,-65
Pologne,POL,2020-04-14,-58,-75,-66
Pologne,POL,2020-04-15,-58,-75,-66
Pologne,POL,2020-04-16,-59,-76,-66
Pologne,POL,2020-04-17,-59,-75,-66
Pologne,POL,2020-04-18,-58,-74,-65
Pologne,POL,2020-04-19,-56,-73,-64
Pologne,POL,2020-04-20,-50,-70,-59
Pologne,POL,2020-04-21,-49,-69,-58
Pologne,POL,2020-04-22,-48,-68,-57
Pologne,POL,2020-04-23,-46,-67,-55
Pologne,POL,2020-04-24,-45,-67,-54
Pologne,POL,2020-04-25,-43,-67,-53
Pologne,POL,2020-04-26,-41,-65,-51
Pologne,POL,2020-04-27,-40,-65,-51
Pologne,POL,2020-04-28,-39,-64,-50
Pologne,POL,2020-04-29,-38,-64,-49
Pologne,POL,2020-04-30,-37,-63,-47
Pologne,POL,2020-05-01,-39,-65,-50
Pologne,POL,2020-05-02,-38,-64,-49
Pologne,POL,2020-05-03,-38,-65,-49
Pologne,POL,2020-05-04,-37,-64,-49
Pologne,POL,2020-05-05,-37,-64,-49
Pologne,POL,2020-05-06,-37,-64,-49
Pologne,POL,2020-05-07,-38,-64,-50
Pologne,POL,2020-05-08,-33,-61,-45
Pologne,POL,2020-05-09,-29,-58,-43
Pologne,POL,2020-05-10,-26,-55,-40
Pologne,POL,2020-05-11,-26,-55,-40
Pologne,POL,2020-05-12,-26,-55,-39
Pologne,POL,2020-05-13,-25,-54,-38
Pologne,POL,2020-05-14,-25,-54,-38
Pologne,POL,2020-05-15,-26,-54,-38
Pologne,POL,2020-05-16,-27,-54,-39
Pologne,POL,2020-05-17,-28,-54,-39
Pologne,POL,2020-05-18,-27,-54,-38
Pologne,POL,2020-05-19,-26,-53,-38
Pologne,POL,2020-05-20,-25,-52,-37
Pologne,POL,2020-05-21,-24,-51,-36
Pologne,POL,2020-05-22,-23,-50,-35
Pologne,POL,2020-05-23,-22,-51,-35
Pologne,POL,2020-05-24,-22,-52,-34
Pologne,POL,2020-05-25,-22,-51,-34
Pologne,POL,2020-05-26,-21,-50,-33
Pologne,POL,2020-05-27,-21,-50,-33
Pologne,POL,2020-05-28,-21,-50,-33
Pologne,POL,2020-05-29,-21,-49,-32
Pologne,POL,2020-05-30,-21,-49,-32
Pologne,POL,2020-05-31,-18,-51,-31
Pologne,POL,2020-06-01,-15,-49,-29
Pologne,POL,2020-06-02,-15,-49,-29
Pologne,POL,2020-06-03,-15,-48,-29
Pologne,POL,2020-06-04,-14,-47,-28
Pologne,POL,2020-06-05,-14,-47,-28
Pologne,POL,2020-06-06,-13,-44,-26
Pologne,POL,2020-06-07,-13,-41,-25
Pologne,POL,2020-06-08,-15,-41,-26
Pologne,POL,2020-06-09,-14,-41,-26
Pologne,POL,2020-06-10,-9,-40,-23
Pologne,POL,2020-06-11,-6,-43,-26
Pologne,POL,2020-06-12,-4,-44,-25
Portugal,PRT,2020-02-15,1,-41,-22
Portugal,PRT,2020-02-16,10,-38,-18
Portugal,PRT,2020-02-17,14,-33,-13
Portugal,PRT,2020-02-18,20,-28,-9
Portugal,PRT,2020-02-19,20,-23,-6
Portugal,PRT,2020-02-20,24,-13,1
Portugal,PRT,2020-02-21,34,-7,7
Portugal,PRT,2020-02-22,36,-5,8
Portugal,PRT,2020-02-23,41,-3,10
Portugal,PRT,2020-02-24,48,-4,10
Portugal,PRT,2020-02-25,50,-9,9
Portugal,PRT,2020-02-26,51,-9,9
Portugal,PRT,2020-02-27,51,-10,8
Portugal,PRT,2020-02-28,48,-10,8
Portugal,PRT,2020-02-29,45,-12,5
Portugal,PRT,2020-03-01,38,-13,2
Portugal,PRT,2020-03-02,31,-11,2
Portugal,PRT,2020-03-03,29,-7,3
Portugal,PRT,2020-03-04,29,-7,3
Portugal,PRT,2020-03-05,29,-7,2
Portugal,PRT,2020-03-06,29,-7,2
Portugal,PRT,2020-03-07,30,-7,3
Portugal,PRT,2020-03-08,30,-6,4
Portugal,PRT,2020-03-09,31,-7,4
Portugal,PRT,2020-03-10,31,-7,4
Portugal,PRT,2020-03-11,30,-7,4
Portugal,PRT,2020-03-12,29,-9,3
Portugal,PRT,2020-03-13,22,-14,0
Portugal,PRT,2020-03-14,18,-19,-5
Portugal,PRT,2020-03-15,9,-28,-13
Portugal,PRT,2020-03-16,3,-36,-21
Portugal,PRT,2020-03-17,-6,-44,-29
Portugal,PRT,2020-03-18,-13,-51,-37
Portugal,PRT,2020-03-19,-21,-59,-46
Portugal,PRT,2020-03-20,-29,-65,-55
Portugal,PRT,2020-03-21,-37,-71,-60
Portugal,PRT,2020-03-22,-44,-73,-64
Portugal,PRT,2020-03-23,-47,-76,-67
Portugal,PRT,2020-03-24,-50,-79,-70
Portugal,PRT,2020-03-25,-54,-81,-72
Portugal,PRT,2020-03-26,-56,-82,-73
Portugal,PRT,2020-03-27,-56,-82,-73
Portugal,PRT,2020-03-28,-54,-82,-74
Portugal,PRT,2020-03-29,-54,-82,-74
Portugal,PRT,2020-03-30,-54,-82,-74
Portugal,PRT,2020-03-31,-56,-82,-75
Portugal,PRT,2020-04-01,-55,-82,-75
Portugal,PRT,2020-04-02,-54,-83,-75
Portugal,PRT,2020-04-03,-53,-84,-75
Portugal,PRT,2020-04-04,-54,-84,-75
Portugal,PRT,2020-04-05,-55,-85,-76
Portugal,PRT,2020-04-06,-55,-85,-76
Portugal,PRT,2020-04-07,-53,-85,-75
Portugal,PRT,2020-04-08,-51,-84,-75
Portugal,PRT,2020-04-09,-52,-84,-76
Portugal,PRT,2020-04-10,-54,-85,-77
Portugal,PRT,2020-04-11,-55,-85,-78
Portugal,PRT,2020-04-12,-54,-85,-77
Portugal,PRT,2020-04-13,-55,-86,-78
Portugal,PRT,2020-04-14,-56,-86,-77
Portugal,PRT,2020-04-15,-57,-86,-78
Portugal,PRT,2020-04-16,-57,-85,-77
Portugal,PRT,2020-04-17,-54,-84,-75
Portugal,PRT,2020-04-18,-53,-83,-74
Portugal,PRT,2020-04-19,-51,-83,-73
Portugal,PRT,2020-04-20,-49,-82,-72
Portugal,PRT,2020-04-21,-48,-82,-73
Portugal,PRT,2020-04-22,-48,-81,-72
Portugal,PRT,2020-04-23,-46,-81,-72
Portugal,PRT,2020-04-24,-46,-81,-71
Portugal,PRT,2020-04-25,-47,-81,-72
Portugal,PRT,2020-04-26,-49,-81,-71
Portugal,PRT,2020-04-27,-49,-81,-71
Portugal,PRT,2020-04-28,-48,-81,-70
Portugal,PRT,2020-04-29,-48,-80,-70
Portugal,PRT,2020-04-30,-47,-80,-69
Portugal,PRT,2020-05-01,-50,-81,-71
Portugal,PRT,2020-05-02,-48,-81,-70
Portugal,PRT,2020-05-03,-44,-80,-69
Portugal,PRT,2020-05-04,-41,-79,-68
Portugal,PRT,2020-05-05,-39,-78,-66
Portugal,PRT,2020-05-06,-37,-78,-64
Portugal,PRT,2020-05-07,-35,-77,-64
Portugal,PRT,2020-05-08,-30,-75,-60
Portugal,PRT,2020-05-09,-29,-74,-58
Portugal,PRT,2020-05-10,-29,-73,-56
Portugal,PRT,2020-05-11,-30,-73,-56
Portugal,PRT,2020-05-12,-30,-73,-56
Portugal,PRT,2020-05-13,-31,-73,-56
Portugal,PRT,2020-05-14,-31,-73,-56
Portugal,PRT,2020-05-15,-30,-73,-56
Portugal,PRT,2020-05-16,-27,-73,-54
Portugal,PRT,2020-05-17,-24,-72,-53
Portugal,PRT,2020-05-18,-21,-72,-52
Portugal,PRT,2020-05-19,-18,-71,-51
Portugal,PRT,2020-05-20,-15,-70,-50
Portugal,PRT,2020-05-21,-12,-70,-48
Portugal,PRT,2020-05-22,-11,-69,-47
Portugal,PRT,2020-05-23,-9,-68,-46
Portugal,PRT,2020-05-24,-7,-69,-45
Portugal,PRT,2020-05-25,-6,-67,-44
Portugal,PRT,2020-05-26,-6,-67,-44
Portugal,PRT,2020-05-27,-5,-67,-43
Portugal,PRT,2020-05-28,-4,-67,-44
Portugal,PRT,2020-05-29,-3,-65,-43
Portugal,PRT,2020-05-30,-2,-64,-43
Portugal,PRT,2020-05-31,-2,-63,-42
Portugal,PRT,2020-06-01,-1,-64,-41
Portugal,PRT,2020-06-02,1,-63,-40
Portugal,PRT,2020-06-03,1,-63,-39
Portugal,PRT,2020-06-04,1,-61,-38
Portugal,PRT,2020-06-05,1,-61,-37
Portugal,PRT,2020-06-06,-0,-61,-36
Portugal,PRT,2020-06-07,-1,-59,-36
Portugal,PRT,2020-06-08,-0,-57,-36
Portugal,PRT,2020-06-09,0,-57,-35
Portugal,PRT,2020-06-10,1,-58,-35
Portugal,PRT,2020-06-11,-0,-60,-38
Portugal,PRT,2020-06-12,-2,-60,-38
Roumanie,ROU,2020-02-15,1,-53,-33
Roumanie,ROU,2020-02-16,5,-43,-26
Roumanie,ROU,2020-02-17,6,-35,-19
Roumanie,ROU,2020-02-18,7,-28,-14
Roumanie,ROU,2020-02-19,9,-20,-8
Roumanie,ROU,2020-02-20,14,-11,-0
Roumanie,ROU,2020-02-21,20,-3,7
Roumanie,ROU,2020-02-22,20,-4,6
Roumanie,ROU,2020-02-23,21,-4,6
Roumanie,ROU,2020-02-24,20,-6,5
Roumanie,ROU,2020-02-25,19,-7,5
Roumanie,ROU,2020-02-26,20,-6,5
Roumanie,ROU,2020-02-27,20,-8,4
Roumanie,ROU,2020-02-28,19,-8,4
Roumanie,ROU,2020-02-29,19,-8,4
Roumanie,ROU,2020-03-01,19,-9,4
Roumanie,ROU,2020-03-02,20,-9,5
Roumanie,ROU,2020-03-03,20,-9,4
Roumanie,ROU,2020-03-04,20,-10,4
Roumanie,ROU,2020-03-05,21,-9,4
Roumanie,ROU,2020-03-06,21,-9,5
Roumanie,ROU,2020-03-07,23,-9,5
Roumanie,ROU,2020-03-08,24,-9,5
Roumanie,ROU,2020-03-09,22,-10,5
Roumanie,ROU,2020-03-10,23,-9,5
Roumanie,ROU,2020-03-11,23,-11,4
Roumanie,ROU,2020-03-12,23,-13,3
Roumanie,ROU,2020-03-13,21,-16,1
Roumanie,ROU,2020-03-14,19,-19,-2
Roumanie,ROU,2020-03-15,13,-25,-7
Roumanie,ROU,2020-03-16,10,-30,-10
Roumanie,ROU,2020-03-17,6,-36,-14
Roumanie,ROU,2020-03-18,3,-41,-17
Roumanie,ROU,2020-03-19,-1,-45,-20
Roumanie,ROU,2020-03-20,-4,-49,-24
Roumanie,ROU,2020-03-21,-7,-52,-27
Roumanie,ROU,2020-03-22,-11,-55,-31
Roumanie,ROU,2020-03-23,-16,-58,-35
Roumanie,ROU,2020-03-24,-19,-60,-39
Roumanie,ROU,2020-03-25,-24,-63,-44
Roumanie,ROU,2020-03-26,-29,-66,-48
Roumanie,ROU,2020-03-27,-35,-68,-52
Roumanie,ROU,2020-03-28,-40,-72,-56
Roumanie,ROU,2020-03-29,-42,-73,-59
Roumanie,ROU,2020-03-30,-43,-73,-60
Roumanie,ROU,2020-03-31,-44,-74,-61
Roumanie,ROU,2020-04-01,-43,-74,-61
Roumanie,ROU,2020-04-02,-42,-73,-60
Roumanie,ROU,2020-04-03,-41,-73,-60
Roumanie,ROU,2020-04-04,-41,-73,-59
Roumanie,ROU,2020-04-05,-40,-74,-59
Roumanie,ROU,2020-04-06,-39,-74,-59
Roumanie,ROU,2020-04-07,-37,-73,-58
Roumanie,ROU,2020-04-08,-35,-73,-57
Roumanie,ROU,2020-04-09,-33,-73,-57
Roumanie,ROU,2020-04-10,-32,-72,-56
Roumanie,ROU,2020-04-11,-29,-71,-55
Roumanie,ROU,2020-04-12,-27,-71,-55
Roumanie,ROU,2020-04-13,-26,-72,-55
Roumanie,ROU,2020-04-14,-26,-71,-55
Roumanie,ROU,2020-04-15,-25,-71,-54
Roumanie,ROU,2020-04-16,-24,-70,-53
Roumanie,ROU,2020-04-17,-24,-72,-54
Roumanie,ROU,2020-04-18,-26,-73,-55
Roumanie,ROU,2020-04-19,-31,-74,-57
Roumanie,ROU,2020-04-20,-34,-76,-61
Roumanie,ROU,2020-04-21,-35,-78,-61
Roumanie,ROU,2020-04-22,-36,-78,-62
Roumanie,ROU,2020-04-23,-37,-79,-63
Roumanie,ROU,2020-04-24,-36,-78,-62
Roumanie,ROU,2020-04-25,-35,-77,-61
Roumanie,ROU,2020-04-26,-31,-75,-58
Roumanie,ROU,2020-04-27,-27,-72,-54
Roumanie,ROU,2020-04-28,-25,-70,-52
Roumanie,ROU,2020-04-29,-24,-70,-51
Roumanie,ROU,2020-04-30,-24,-70,-51
Roumanie,ROU,2020-05-01,-25,-71,-53
Roumanie,ROU,2020-05-02,-26,-71,-53
Roumanie,ROU,2020-05-03,-27,-72,-53
Roumanie,ROU,2020-05-04,-27,-72,-53
Roumanie,ROU,2020-05-05,-27,-72,-53
Roumanie,ROU,2020-05-06,-28,-71,-53
Roumanie,ROU,2020-05-07,-28,-71,-53
Roumanie,ROU,2020-05-08,-26,-69,-50
Roumanie,ROU,2020-05-09,-23,-68,-49
Roumanie,ROU,2020-05-10,-20,-67,-47
Roumanie,ROU,2020-05-11,-19,-66,-46
Roumanie,ROU,2020-05-12,-18,-65,-46
Roumanie,ROU,2020-05-13,-15,-64,-44
Roumanie,ROU,2020-05-14,-13,-64,-43
Roumanie,ROU,2020-05-15,-9,-62,-40
Roumanie,ROU,2020-05-16,-2,-60,-36
Roumanie,ROU,2020-05-17,1,-58,-33
Roumanie,ROU,2020-05-18,5,-56,-30
Roumanie,ROU,2020-05-19,8,-54,-27
Roumanie,ROU,2020-05-20,11,-53,-25
Roumanie,ROU,2020-05-21,14,-52,-22
Roumanie,ROU,2020-05-22,15,-51,-21
Roumanie,ROU,2020-05-23,16,-51,-21
Roumanie,ROU,2020-05-24,16,-50,-21
Roumanie,ROU,2020-05-25,17,-50,-20
Roumanie,ROU,2020-05-26,17,-50,-21
Roumanie,ROU,2020-05-27,19,-50,-20
Roumanie,ROU,2020-05-28,20,-49,-20
Roumanie,ROU,2020-05-29,19,-49,-20
Roumanie,ROU,2020-05-30,19,-49,-20
Roumanie,ROU,2020-05-31,24,-48,-19
Roumanie,ROU,2020-06-01,26,-48,-20
Roumanie,ROU,2020-06-02,26,-48,-19
Roumanie,ROU,2020-06-03,27,-48,-17
Roumanie,ROU,2020-06-04,29,-47,-15
Roumanie,ROU,2020-06-05,32,-46,-13
Roumanie,ROU,2020-06-06,35,-45,-12
Roumanie,ROU,2020-06-07,37,-46,-10
Roumanie,ROU,2020-06-08,41,-48,-10
Roumanie,ROU,2020-06-09,44,-47,-10
Roumanie,ROU,2020-06-10,44,-47,-10
Roumanie,ROU,2020-06-11,44,-47,-11
Roumanie,ROU,2020-06-12,43,-48,-11
Slovaquie,SVK,2020-02-15,37,-40,-9
Slovaquie,SVK,2020-02-16,34,-30,-5
Slovaquie,SVK,2020-02-17,30,-22,-0
Slovaquie,SVK,2020-02-18,28,-17,2
Slovaquie,SVK,2020-02-19,25,-12,4
Slovaquie,SVK,2020-02-20,24,-6,6
Slovaquie,SVK,2020-02-21,20,-2,8
Slovaquie,SVK,2020-02-22,20,-3,8
Slovaquie,SVK,2020-02-23,19,-5,7
Slovaquie,SVK,2020-02-24,17,-5,6
Slovaquie,SVK,2020-02-25,15,-4,6
Slovaquie,SVK,2020-02-26,13,-5,6
Slovaquie,SVK,2020-02-27,11,-5,5
Slovaquie,SVK,2020-02-28,11,-5,5
Slovaquie,SVK,2020-02-29,10,-7,5
Slovaquie,SVK,2020-03-01,12,-6,6
Slovaquie,SVK,2020-03-02,12,-7,6
Slovaquie,SVK,2020-03-03,10,-7,4
Slovaquie,SVK,2020-03-04,11,-8,4
Slovaquie,SVK,2020-03-05,11,-8,4
Slovaquie,SVK,2020-03-06,10,-9,4
Slovaquie,SVK,2020-03-07,8,-9,2
Slovaquie,SVK,2020-03-08,6,-10,1
Slovaquie,SVK,2020-03-09,6,-10,1
Slovaquie,SVK,2020-03-10,6,-12,1
Slovaquie,SVK,2020-03-11,4,-13,-1
Slovaquie,SVK,2020-03-12,2,-17,-5
Slovaquie,SVK,2020-03-13,-3,-22,-10
Slovaquie,SVK,2020-03-14,-9,-29,-16
Slovaquie,SVK,2020-03-15,-18,-37,-25
Slovaquie,SVK,2020-03-16,-26,-45,-33
Slovaquie,SVK,2020-03-17,-34,-52,-41
Slovaquie,SVK,2020-03-18,-40,-58,-47
Slovaquie,SVK,2020-03-19,-46,-63,-52
Slovaquie,SVK,2020-03-20,-49,-65,-56
Slovaquie,SVK,2020-03-21,-52,-68,-59
Slovaquie,SVK,2020-03-22,-54,-69,-61
Slovaquie,SVK,2020-03-23,-56,-70,-62
Slovaquie,SVK,2020-03-24,-56,-70,-63
Slovaquie,SVK,2020-03-25,-57,-71,-64
Slovaquie,SVK,2020-03-26,-58,-72,-64
Slovaquie,SVK,2020-03-27,-57,-72,-64
Slovaquie,SVK,2020-03-28,-55,-70,-62
Slovaquie,SVK,2020-03-29,-54,-69,-60
Slovaquie,SVK,2020-03-30,-53,-69,-60
Slovaquie,SVK,2020-03-31,-52,-69,-59
Slovaquie,SVK,2020-04-01,-52,-68,-58
Slovaquie,SVK,2020-04-02,-51,-67,-57
Slovaquie,SVK,2020-04-03,-51,-67,-57
Slovaquie,SVK,2020-04-04,-51,-67,-56
Slovaquie,SVK,2020-04-05,-50,-66,-56
Slovaquie,SVK,2020-04-06,-49,-64,-54
Slovaquie,SVK,2020-04-07,-47,-63,-52
Slovaquie,SVK,2020-04-08,-47,-63,-52
Slovaquie,SVK,2020-04-09,-47,-63,-52
Slovaquie,SVK,2020-04-10,-50,-66,-56
Slovaquie,SVK,2020-04-11,-52,-67,-57
Slovaquie,SVK,2020-04-12,-53,-69,-58
Slovaquie,SVK,2020-04-13,-57,-72,-62
Slovaquie,SVK,2020-04-14,-59,-74,-64
Slovaquie,SVK,2020-04-15,-57,-72,-63
Slovaquie,SVK,2020-04-16,-56,-71,-62
Slovaquie,SVK,2020-04-17,-51,-67,-57
Slovaquie,SVK,2020-04-18,-48,-65,-55
Slovaquie,SVK,2020-04-19,-48,-64,-54
Slovaquie,SVK,2020-04-20,-42,-60,-50
Slovaquie,SVK,2020-04-21,-41,-59,-49
Slovaquie,SVK,2020-04-22,-42,-59,-49
Slovaquie,SVK,2020-04-23,-41,-59,-49
Slovaquie,SVK,2020-04-24,-41,-59,-48
Slovaquie,SVK,2020-04-25,-42,-60,-50
Slovaquie,SVK,2020-04-26,-40,-59,-48
Slovaquie,SVK,2020-04-27,-40,-59,-47
Slovaquie,SVK,2020-04-28,-39,-58,-46
Slovaquie,SVK,2020-04-29,-38,-58,-46
Slovaquie,SVK,2020-04-30,-37,-58,-45
Slovaquie,SVK,2020-05-01,-40,-60,-48
Slovaquie,SVK,2020-05-02,-39,-59,-48
Slovaquie,SVK,2020-05-03,-40,-59,-48
Slovaquie,SVK,2020-05-04,-40,-58,-48
Slovaquie,SVK,2020-05-05,-40,-58,-49
Slovaquie,SVK,2020-05-06,-40,-58,-49
Slovaquie,SVK,2020-05-07,-39,-57,-48
Slovaquie,SVK,2020-05-08,-37,-55,-46
Slovaquie,SVK,2020-05-09,-34,-54,-43
Slovaquie,SVK,2020-05-10,-29,-53,-40
Slovaquie,SVK,2020-05-11,-28,-51,-39
Slovaquie,SVK,2020-05-12,-25,-50,-38
Slovaquie,SVK,2020-05-13,-25,-49,-37
Slovaquie,SVK,2020-05-14,-25,-49,-38
Slovaquie,SVK,2020-05-15,-23,-48,-36
Slovaquie,SVK,2020-05-16,-24,-48,-36
Slovaquie,SVK,2020-05-17,-24,-47,-36
Slovaquie,SVK,2020-05-18,-23,-46,-36
Slovaquie,SVK,2020-05-19,-22,-46,-34
Slovaquie,SVK,2020-05-20,-20,-44,-33
Slovaquie,SVK,2020-05-21,-19,-43,-31
Slovaquie,SVK,2020-05-22,-17,-40,-29
Slovaquie,SVK,2020-05-23,-17,-39,-29
Slovaquie,SVK,2020-05-24,-18,-40,-31
Slovaquie,SVK,2020-05-25,-19,-40,-31
Slovaquie,SVK,2020-05-26,-20,-40,-32
Slovaquie,SVK,2020-05-27,-19,-39,-32
Slovaquie,SVK,2020-05-28,-20,-40,-32
Slovaquie,SVK,2020-05-29,-21,-40,-33
Slovaquie,SVK,2020-05-30,-20,-41,-32
Slovaquie,SVK,2020-05-31,-22,-43,-33
Slovaquie,SVK,2020-06-01,-20,-41,-31
Slovaquie,SVK,2020-06-02,-19,-40,-30
Slovaquie,SVK,2020-06-03,-19,-39,-29
Slovaquie,SVK,2020-06-04,-18,-37,-28
Slovaquie,SVK,2020-06-05,-18,-37,-28
Slovaquie,SVK,2020-06-06,-15,-34,-27
Slovaquie,SVK,2020-06-07,-11,-31,-24
Slovaquie,SVK,2020-06-08,-11,-31,-25
Slovaquie,SVK,2020-06-09,-12,-31,-24
Slovaquie,SVK,2020-06-10,-12,-31,-24
Slovaquie,SVK,2020-06-11,-11,-30,-23
Slovaquie,SVK,2020-06-12,-9,-29,-22
Slovénie,SVN,2020-02-15,-7,-22,-17
