country_fr,iso3c,date,max_transit7,min_transit7,med_transit7
Slovénie,SVN,2020-02-16,-5,-17,-12
Slovénie,SVN,2020-02-17,-3,-17,-10
Slovénie,SVN,2020-02-18,2,-15,-7
Slovénie,SVN,2020-02-19,6,-13,-5
Slovénie,SVN,2020-02-20,9,-12,-2
Slovénie,SVN,2020-02-21,11,-12,1
Slovénie,SVN,2020-02-22,12,-12,1
Slovénie,SVN,2020-02-23,13,-12,2
Slovénie,SVN,2020-02-24,16,-11,2
Slovénie,SVN,2020-02-25,16,-13,4
Slovénie,SVN,2020-02-26,14,-16,2
Slovénie,SVN,2020-02-27,16,-18,2
Slovénie,SVN,2020-02-28,16,-19,1
Slovénie,SVN,2020-02-29,14,-22,-2
Slovénie,SVN,2020-03-01,12,-27,-5
Slovénie,SVN,2020-03-02,11,-26,-3
Slovénie,SVN,2020-03-03,10,-24,-4
Slovénie,SVN,2020-03-04,11,-21,-0
Slovénie,SVN,2020-03-05,12,-19,2
Slovénie,SVN,2020-03-06,11,-16,2
Slovénie,SVN,2020-03-07,10,-17,2
Slovénie,SVN,2020-03-08,12,-11,5
Slovénie,SVN,2020-03-09,12,-10,5
Slovénie,SVN,2020-03-10,12,-13,4
Slovénie,SVN,2020-03-11,11,-12,3
Slovénie,SVN,2020-03-12,9,-12,2
Slovénie,SVN,2020-03-13,8,-16,-2
Slovénie,SVN,2020-03-14,4,-25,-8
Slovénie,SVN,2020-03-15,-2,-35,-15
Slovénie,SVN,2020-03-16,-7,-43,-22
Slovénie,SVN,2020-03-17,-13,-50,-30
Slovénie,SVN,2020-03-18,-20,-58,-38
Slovénie,SVN,2020-03-19,-27,-66,-46
Slovénie,SVN,2020-03-20,-33,-70,-50
Slovénie,SVN,2020-03-21,-39,-72,-54
Slovénie,SVN,2020-03-22,-45,-73,-58
Slovénie,SVN,2020-03-23,-47,-74,-60
Slovénie,SVN,2020-03-24,-50,-76,-61
Slovénie,SVN,2020-03-25,-52,-77,-63
Slovénie,SVN,2020-03-26,-54,-79,-65
Slovénie,SVN,2020-03-27,-55,-79,-65
Slovénie,SVN,2020-03-28,-53,-79,-64
Slovénie,SVN,2020-03-29,-52,-78,-64
Slovénie,SVN,2020-03-30,-53,-79,-64
Slovénie,SVN,2020-03-31,-53,-79,-64
Slovénie,SVN,2020-04-01,-51,-78,-63
Slovénie,SVN,2020-04-02,-49,-78,-61
Slovénie,SVN,2020-04-03,-46,-78,-61
Slovénie,SVN,2020-04-04,-47,-78,-63
Slovénie,SVN,2020-04-05,-47,-78,-63
Slovénie,SVN,2020-04-06,-43,-76,-61
Slovénie,SVN,2020-04-07,-42,-76,-59
Slovénie,SVN,2020-04-08,-41,-75,-58
Slovénie,SVN,2020-04-09,-41,-74,-59
Slovénie,SVN,2020-04-10,-45,-74,-59
Slovénie,SVN,2020-04-11,-44,-71,-57
Slovénie,SVN,2020-04-12,-43,-71,-57
Slovénie,SVN,2020-04-13,-46,-72,-59
Slovénie,SVN,2020-04-14,-47,-73,-61
Slovénie,SVN,2020-04-15,-46,-72,-61
Slovénie,SVN,2020-04-16,-45,-72,-60
Slovénie,SVN,2020-04-17,-43,-72,-59
Slovénie,SVN,2020-04-18,-42,-73,-58
Slovénie,SVN,2020-04-19,-42,-73,-59
Slovénie,SVN,2020-04-20,-39,-72,-56
Slovénie,SVN,2020-04-21,-37,-70,-54
Slovénie,SVN,2020-04-22,-36,-70,-53
Slovénie,SVN,2020-04-23,-35,-70,-52
Slovénie,SVN,2020-04-24,-33,-69,-52
Slovénie,SVN,2020-04-25,-33,-70,-52
Slovénie,SVN,2020-04-26,-33,-69,-50
Slovénie,SVN,2020-04-27,-34,-70,-51
Slovénie,SVN,2020-04-28,-32,-70,-51
Slovénie,SVN,2020-04-29,-30,-70,-52
Slovénie,SVN,2020-04-30,-28,-70,-51
Slovénie,SVN,2020-05-01,-32,-72,-53
Slovénie,SVN,2020-05-02,-32,-70,-53
Slovénie,SVN,2020-05-03,-31,-68,-52
Slovénie,SVN,2020-05-04,-28,-66,-48
Slovénie,SVN,2020-05-05,-30,-66,-47
Slovénie,SVN,2020-05-06,-32,-65,-44
Slovénie,SVN,2020-05-07,-32,-65,-43
Slovénie,SVN,2020-05-08,-28,-62,-39
Slovénie,SVN,2020-05-09,-24,-58,-37
Slovénie,SVN,2020-05-10,-23,-58,-36
Slovénie,SVN,2020-05-11,-23,-58,-37
Slovénie,SVN,2020-05-12,-23,-57,-38
Slovénie,SVN,2020-05-13,-20,-56,-38
Slovénie,SVN,2020-05-14,-19,-55,-38
Slovénie,SVN,2020-05-15,-17,-55,-39
Slovénie,SVN,2020-05-16,-17,-57,-39
Slovénie,SVN,2020-05-17,-18,-58,-38
Slovénie,SVN,2020-05-18,-14,-56,-36
Slovénie,SVN,2020-05-19,-11,-56,-34
Slovénie,SVN,2020-05-20,-13,-55,-33
Slovénie,SVN,2020-05-21,-14,-54,-31
Slovénie,SVN,2020-05-22,-10,-53,-29
Slovénie,SVN,2020-05-23,-8,-51,-28
Slovénie,SVN,2020-05-24,-7,-50,-29
Slovénie,SVN,2020-05-25,-11,-51,-30
Slovénie,SVN,2020-05-26,-12,-49,-29
Slovénie,SVN,2020-05-27,-9,-49,-28
Slovénie,SVN,2020-05-28,-9,-49,-29
Slovénie,SVN,2020-05-29,-10,-48,-29
Slovénie,SVN,2020-05-30,-10,-49,-28
Slovénie,SVN,2020-05-31,-10,-49,-29
Slovénie,SVN,2020-06-01,-8,-48,-28
Slovénie,SVN,2020-06-02,-8,-48,-27
Slovénie,SVN,2020-06-03,-8,-47,-26
Slovénie,SVN,2020-06-04,-6,-48,-27
Slovénie,SVN,2020-06-05,-8,-48,-28
Slovénie,SVN,2020-06-06,-8,-48,-27
Slovénie,SVN,2020-06-07,-7,-48,-25
Slovénie,SVN,2020-06-08,-9,-49,-25
Slovénie,SVN,2020-06-09,-9,-49,-26
Slovénie,SVN,2020-06-10,-8,-49,-27
Slovénie,SVN,2020-06-11,-8,-48,-25
Slovénie,SVN,2020-06-12,-7,-47,-24
Suède,SWE,2020-02-15,0,-42,-21
Suède,SWE,2020-02-16,5,-37,-18
Suède,SWE,2020-02-17,11,-32,-15
Suède,SWE,2020-02-18,16,-27,-12
Suède,SWE,2020-02-19,20,-23,-8
Suède,SWE,2020-02-20,21,-19,-6
Suède,SWE,2020-02-21,24,-15,-3
Suède,SWE,2020-02-22,19,-16,-4
Suède,SWE,2020-02-23,22,-14,-2
Suède,SWE,2020-02-24,21,-14,-1
Suède,SWE,2020-02-25,21,-13,-1
Suède,SWE,2020-02-26,21,-12,-1
Suède,SWE,2020-02-27,23,-12,0
Suède,SWE,2020-02-28,22,-11,1
Suède,SWE,2020-02-29,24,-9,2
Suède,SWE,2020-03-01,22,-9,1
Suède,SWE,2020-03-02,20,-9,1
Suède,SWE,2020-03-03,18,-10,0
Suède,SWE,2020-03-04,14,-10,-1
Suède,SWE,2020-03-05,12,-11,-1
Suède,SWE,2020-03-06,11,-12,-2
Suède,SWE,2020-03-07,11,-12,-2
Suède,SWE,2020-03-08,9,-13,-2
Suède,SWE,2020-03-09,9,-12,-2
Suède,SWE,2020-03-10,10,-12,-2
Suède,SWE,2020-03-11,9,-11,-2
Suède,SWE,2020-03-12,8,-11,-3
Suède,SWE,2020-03-13,6,-13,-5
Suède,SWE,2020-03-14,3,-15,-8
Suède,SWE,2020-03-15,2,-19,-11
Suède,SWE,2020-03-16,0,-22,-13
Suède,SWE,2020-03-17,-3,-26,-16
Suède,SWE,2020-03-18,-5,-31,-20
Suède,SWE,2020-03-19,-8,-34,-22
Suède,SWE,2020-03-20,-10,-38,-24
Suède,SWE,2020-03-21,-11,-40,-26
Suède,SWE,2020-03-22,-14,-41,-26
Suède,SWE,2020-03-23,-16,-43,-28
Suède,SWE,2020-03-24,-17,-44,-29
Suède,SWE,2020-03-25,-18,-44,-29
Suède,SWE,2020-03-26,-18,-44,-29
Suède,SWE,2020-03-27,-19,-44,-29
Suède,SWE,2020-03-28,-18,-44,-30
Suède,SWE,2020-03-29,-19,-45,-30
Suède,SWE,2020-03-30,-19,-45,-31
Suède,SWE,2020-03-31,-20,-45,-31
Suède,SWE,2020-04-01,-20,-45,-31
Suède,SWE,2020-04-02,-21,-46,-32
Suède,SWE,2020-04-03,-22,-47,-33
Suède,SWE,2020-04-04,-23,-47,-33
Suède,SWE,2020-04-05,-21,-48,-34
Suède,SWE,2020-04-06,-19,-47,-33
Suède,SWE,2020-04-07,-18,-47,-33
Suède,SWE,2020-04-08,-17,-47,-33
Suède,SWE,2020-04-09,-14,-47,-32
Suède,SWE,2020-04-10,-16,-49,-34
Suède,SWE,2020-04-11,-16,-49,-33
Suède,SWE,2020-04-12,-17,-50,-34
Suède,SWE,2020-04-13,-21,-53,-38
Suède,SWE,2020-04-14,-22,-52,-38
Suède,SWE,2020-04-15,-22,-52,-38
Suède,SWE,2020-04-16,-23,-52,-38
Suède,SWE,2020-04-17,-21,-50,-35
Suède,SWE,2020-04-18,-20,-49,-35
Suède,SWE,2020-04-19,-19,-48,-32
Suède,SWE,2020-04-20,-15,-45,-28
Suède,SWE,2020-04-21,-14,-44,-27
Suède,SWE,2020-04-22,-13,-43,-26
Suède,SWE,2020-04-23,-12,-42,-26
Suède,SWE,2020-04-24,-11,-42,-25
Suède,SWE,2020-04-25,-11,-43,-25
Suède,SWE,2020-04-26,-11,-43,-25
Suède,SWE,2020-04-27,-11,-43,-26
Suède,SWE,2020-04-28,-12,-44,-27
Suède,SWE,2020-04-29,-12,-45,-27
Suède,SWE,2020-04-30,-13,-45,-27
Suède,SWE,2020-05-01,-17,-48,-32
Suède,SWE,2020-05-02,-17,-48,-32
Suède,SWE,2020-05-03,-17,-48,-32
Suède,SWE,2020-05-04,-17,-48,-32
Suède,SWE,2020-05-05,-15,-48,-32
Suède,SWE,2020-05-06,-14,-47,-32
Suède,SWE,2020-05-07,-14,-47,-32
Suède,SWE,2020-05-08,-9,-43,-27
Suède,SWE,2020-05-09,-7,-42,-25
Suède,SWE,2020-05-10,-7,-43,-28
Suède,SWE,2020-05-11,-7,-42,-27
Suède,SWE,2020-05-12,-8,-42,-28
Suède,SWE,2020-05-13,-10,-43,-28
Suède,SWE,2020-05-14,-10,-43,-28
Suède,SWE,2020-05-15,-12,-44,-28
Suède,SWE,2020-05-16,-15,-44,-30
Suède,SWE,2020-05-17,-17,-43,-29
Suède,SWE,2020-05-18,-16,-43,-29
Suède,SWE,2020-05-19,-14,-42,-28
Suède,SWE,2020-05-20,-11,-40,-26
Suède,SWE,2020-05-21,-13,-41,-28
Suède,SWE,2020-05-22,-11,-42,-28
Suède,SWE,2020-05-23,-10,-42,-28
Suède,SWE,2020-05-24,-8,-42,-27
Suède,SWE,2020-05-25,-7,-42,-26
Suède,SWE,2020-05-26,-6,-41,-25
Suède,SWE,2020-05-27,-7,-41,-26
Suède,SWE,2020-05-28,-4,-40,-23
Suède,SWE,2020-05-29,-3,-38,-22
Suède,SWE,2020-05-30,1,-35,-18
Suède,SWE,2020-05-31,4,-32,-16
Suède,SWE,2020-06-01,5,-32,-15
Suède,SWE,2020-06-02,3,-32,-15
Suède,SWE,2020-06-03,4,-31,-15
Suède,SWE,2020-06-04,3,-31,-15
Suède,SWE,2020-06-05,3,-31,-16
Suède,SWE,2020-06-06,-1,-34,-19
Suède,SWE,2020-06-07,-0,-36,-21
Suède,SWE,2020-06-08,-0,-37,-21
Suède,SWE,2020-06-09,0,-37,-21
Suède,SWE,2020-06-10,-0,-36,-20
Suède,SWE,2020-06-11,0,-36,-20
Suède,SWE,2020-06-12,1,-36,-19
