country_name_fr,date,max_transit,min_transit,med_transit,max_retail,min_retail,med_retail,max_gp,min_gp,med_gp,max_parks,min_parks,med_parks,max_workplaces,min_workplaces,med_workplaces,max_res,min_res,med_res
Croatie,2020-05-03,-0.43,-0.55,-0.51,-0.56,-0.74,-0.72,-0.74,-0.88,-0.8,0.41,0.15,0.16,-0.31,-0.4,-0.35,0.08,0.05,0.07
Croatie,2020-05-04,-0.38,-0.74,-0.44,-0.32,-0.46,-0.4,0.04,-0.09,-0.065,0.31,-0.08,0.215,-0.32,-0.42,-0.36,0.12,0.1,0.105
Croatie,2020-05-05,-0.38,-0.71,-0.53,-0.38,-0.51,-0.45,-0.03,-0.21,-0.15,0.34,-0.08,0.05,-0.33,-0.49,-0.37,0.19,0.11,0.12
Croatie,2020-05-06,-0.43,-0.68,-0.46,-0.36,-0.53,-0.44,-0.02,-0.18,-0.11,0.56,-0.18,0.13,-0.33,-0.48,-0.37,0.16,0.09,0.13
Croatie,2020-05-07,-0.34,-0.7,-0.42,-0.3,-0.48,-0.41,0.02,-0.13,-0.12,0.52,0.03,0.25,-0.32,-0.41,-0.36,0.14,0.09,0.11
Croatie,2020-05-08,-0.36,-0.66,-0.49,-0.3,-0.48,-0.43,0.06,-0.11,-0.08,0.77,-0.01,0.28,-0.3,-0.46,-0.34,0.16,0.1,0.12
Croatie,2020-05-09,-0.3,-0.47,-0.39,-0.4,-0.49,-0.44,0.04,-0.08,-0.01,0.89,0.23,0.7,-0.16,-0.23,-0.18,0.06,0.04,0.04
Danemark,2020-02-16,-0.03,-0.11,-0.05,-0.07,-0.11,-0.07,-0.06,-0.08,-0.07,-0.3,-0.42,-0.34,-0.04,-0.08,-0.065,0.02,0.01,0.01
Danemark,2020-02-17,-0.01,-0.18,-0.11,0.01,-0.06,-0.03,-0.02,-0.02,-0.02,0.04,-0.09,-0.05,0.03,-0.19,-0.07,0.04,0.01,0.02
Danemark,2020-02-18,-0.01,-0.11,-0.06,0.05,0.01,0.03,0.01,-0.01,0,0.09,0.08,0.085,-0.01,-0.18,-0.095,0.03,0.01,0.02
Danemark,2020-02-19,-0.08,-0.08,-0.08,0.06,0.06,0.06,0.01,0.01,0.01,0.31,0.31,0.31,-0.19,-0.19,-0.19,0.02,0.02,0.02
Danemark,2020-02-20,-0.01,-0.06,-0.035,0.01,-0.01,0,-0.01,-0.02,-0.015,-0.03,-0.12,-0.075,-0.02,-0.07,-0.045,0.02,0.01,0.015
Danemark,2020-02-21,-0.01,-0.14,-0.075,0.01,-0.02,-0.005,0.01,-0.03,-0.01,0.15,0.08,0.115,-0.03,-0.23,-0.13,0.04,0.01,0.025
Danemark,2020-02-22,-0.02,-0.08,-0.04,-0.06,-0.08,-0.065,-0.03,-0.05,-0.03,-0.24,-0.26,-0.245,-0.02,-0.03,-0.025,0.01,0.01,0.01
Danemark,2020-02-23,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.02,-0.02,-0.02,-0.29,-0.29,-0.29,-0.02,-0.02,-0.02,0.01,0.01,0.01
Danemark,2020-02-24,0.03,0.01,0.02,-0.02,-0.03,-0.025,-0.01,-0.02,-0.015,0.17,0.15,0.16,0.03,0.02,0.025,0.01,0.01,0.01
Danemark,2020-02-25,0.03,-0.02,0,-0.01,-0.07,-0.025,-0.02,-0.03,-0.025,0.02,-0.12,-0.035,0.03,0.02,0.02,0.01,0.01,0.01
Danemark,2020-02-26,0.01,-0.03,-0.01,-0.01,-0.04,-0.02,-0.01,-0.03,-0.02,0.04,-0.05,-0.02,0.03,0.02,0.03,0.01,0.01,0.01
Danemark,2020-02-27,0.01,0.01,0.01,0.03,0.03,0.03,0.02,0.02,0.02,0.15,0.15,0.15,0.02,0.02,0.02,0.01,0.01,0.01
Danemark,2020-02-28,0.11,0.05,0.09,0.23,0.17,0.19,0.04,-0.01,0.01,0.4,0.19,0.23,0.03,0.02,0.02,-0.01,-0.01,-0.01
Danemark,2020-02-29,0.06,0.06,0.06,0.14,0.14,0.14,-0.02,-0.02,-0.02,-0.07,-0.07,-0.07,0.02,0.02,0.02,-0.01,-0.01,-0.01
Danemark,2020-03-01,0.07,0.04,0.055,0.26,0.2,0.23,-0.04,-0.06,-0.05,-0.04,-0.16,-0.1,0.01,0.01,0.01,-0.01,-0.01,-0.01
Danemark,2020-03-04,-0.01,-0.01,-0.01,0.08,0.08,0.08,-0.07,-0.07,-0.07,0.1,0.1,0.1,0.02,0.02,0.02,0.01,0.01,0.01
Danemark,2020-03-06,-0.04,-0.04,-0.04,0.02,0.02,0.02,-0.05,-0.05,-0.05,0.14,0.14,0.14,0.01,0.01,0.01,0.01,0.01,0.01
Danemark,2020-03-07,0.07,0.07,0.07,0.14,0.1,0.12,0.01,-0.02,-0.005,0.47,0.44,0.455,0.01,0.01,0.01,-0.01,-0.01,-0.01
Danemark,2020-03-08,0.02,0.02,0.02,0.09,0.09,0.09,-0.1,-0.1,-0.1,-0.22,-0.22,-0.22,-0.03,-0.03,-0.03,0.01,0.01,0.01
Danemark,2020-03-09,0.01,0.01,0.01,0.09,0.06,0.075,-0.01,-0.05,-0.03,0.32,0.13,0.225,0.02,0.01,0.015,0.01,0.01,0.01
Danemark,2020-03-10,-0.1,-0.1,-0.1,-0.01,-0.01,-0.01,-0.04,-0.04,-0.04,-0.04,-0.04,-0.04,-0.01,-0.01,-0.01,0.02,0.02,0.02
Danemark,2020-03-11,-0.08,-0.14,-0.1,0.1,0.04,0.05,0.07,0.03,0.055,0.29,0.19,0.255,-0.01,-0.03,-0.01,0.03,0.02,0.02
Danemark,2020-03-12,-0.33,-0.39,-0.36,-0.04,-0.17,-0.09,0.29,0.21,0.22,-0.08,-0.33,-0.155,-0.24,-0.33,-0.265,0.14,0.1,0.115
Danemark,2020-03-13,-0.45,-0.51,-0.49,-0.2,-0.34,-0.26,-0.06,-0.1,-0.08,0.24,-0.14,0.12,-0.39,-0.5,-0.43,0.2,0.14,0.16
Danemark,2020-03-14,-0.3,-0.41,-0.35,-0.24,-0.36,-0.31,-0.04,-0.11,-0.09,1.34,0.64,0.82,-0.13,-0.18,-0.16,0.08,0.07,0.075
Danemark,2020-03-15,-0.48,-0.52,-0.5,-0.25,-0.4,-0.335,-0.19,-0.27,-0.24,0.06,-0.28,-0.1,-0.2,-0.24,-0.225,0.09,0.07,0.08
Danemark,2020-03-16,-0.46,-0.56,-0.51,-0.18,-0.29,-0.225,-0.08,-0.16,-0.14,0.89,0.34,0.52,-0.45,-0.58,-0.485,0.2,0.15,0.16
Danemark,2020-03-17,-0.5,-0.58,-0.545,-0.15,-0.3,-0.255,-0.01,-0.08,-0.035,0.65,0.04,0.42,-0.47,-0.6,-0.495,0.21,0.16,0.17
Danemark,2020-03-18,-0.55,-0.65,-0.595,-0.32,-0.48,-0.395,-0.15,-0.24,-0.205,0.35,-0.02,0.15,-0.49,-0.62,-0.525,0.24,0.18,0.195
Danemark,2020-03-19,-0.53,-0.61,-0.56,-0.3,-0.45,-0.385,-0.16,-0.22,-0.205,1.32,0.41,1.02,-0.5,-0.63,-0.53,0.23,0.17,0.185
Danemark,2020-03-20,-0.58,-0.66,-0.615,-0.35,-0.51,-0.415,-0.19,-0.25,-0.225,0.99,0.42,0.685,-0.51,-0.63,-0.535,0.25,0.18,0.195
Danemark,2020-03-21,-0.46,-0.61,-0.515,-0.38,-0.56,-0.45,-0.16,-0.23,-0.205,1.59,0.54,0.86,-0.24,-0.33,-0.255,0.12,0.1,0.11
Danemark,2020-03-22,-0.53,-0.66,-0.565,-0.3,-0.51,-0.34,-0.19,-0.27,-0.25,0.96,0.19,0.475,-0.25,-0.33,-0.27,0.1,0.08,0.09
Danemark,2020-03-23,-0.55,-0.65,-0.58,-0.27,-0.43,-0.325,-0.16,-0.22,-0.2,0.94,0.35,0.62,-0.5,-0.63,-0.525,0.22,0.17,0.175
Danemark,2020-03-24,-0.55,-0.64,-0.575,-0.26,-0.44,-0.36,-0.16,-0.21,-0.175,0.88,0.35,0.68,-0.5,-0.64,-0.53,0.22,0.17,0.18
Danemark,2020-03-25,-0.53,-0.65,-0.57,-0.26,-0.43,-0.355,-0.15,-0.2,-0.18,0.92,0.5,0.68,-0.49,-0.63,-0.525,0.23,0.17,0.185
Danemark,2020-03-26,-0.52,-0.64,-0.57,-0.25,-0.44,-0.345,-0.12,-0.19,-0.165,1.22,0.68,0.895,-0.49,-0.63,-0.525,0.23,0.17,0.185
Danemark,2020-03-27,-0.54,-0.65,-0.6,-0.28,-0.48,-0.365,-0.14,-0.2,-0.18,1.52,0.76,0.96,-0.5,-0.63,-0.525,0.23,0.17,0.185
Danemark,2020-03-28,-0.48,-0.62,-0.53,-0.32,-0.53,-0.395,-0.1,-0.18,-0.13,1.33,0.48,0.87,-0.24,-0.33,-0.26,0.11,0.1,0.1
Danemark,2020-03-29,-0.54,-0.67,-0.57,-0.28,-0.48,-0.34,-0.16,-0.24,-0.22,0.71,0.13,0.335,-0.25,-0.33,-0.27,0.1,0.08,0.09
Danemark,2020-03-30,-0.53,-0.64,-0.57,-0.23,-0.39,-0.31,-0.13,-0.21,-0.18,0.86,0.32,0.58,-0.49,-0.62,-0.52,0.22,0.16,0.175
Danemark,2020-03-31,-0.48,-0.59,-0.51,-0.15,-0.33,-0.23,0.01,-0.09,-0.04,0.94,0.2,0.7,-0.48,-0.62,-0.52,0.21,0.15,0.17
Danemark,2020-04-01,-0.5,-0.64,-0.56,-0.18,-0.4,-0.295,-0.06,-0.17,-0.11,0.28,-0.02,0.16,-0.49,-0.62,-0.51,0.23,0.16,0.175
Danemark,2020-04-02,-0.57,-0.66,-0.58,-0.2,-0.43,-0.33,-0.1,-0.17,-0.125,0.35,-0.17,0.13,-0.49,-0.63,-0.52,0.23,0.17,0.185
Danemark,2020-04-03,-0.54,-0.66,-0.58,-0.21,-0.47,-0.33,-0.07,-0.12,-0.1,0.73,0.14,0.36,-0.49,-0.62,-0.52,0.23,0.17,0.18
Danemark,2020-04-04,-0.43,-0.6,-0.495,-0.24,-0.49,-0.355,-0.05,-0.11,-0.08,1.18,0.42,0.55,-0.2,-0.31,-0.225,0.11,0.09,0.09
Danemark,2020-04-05,-0.4,-0.58,-0.45,-0.06,-0.36,-0.195,-0.06,-0.14,-0.115,1.66,0.89,1.095,-0.19,-0.28,-0.215,0.07,0.06,0.065
Danemark,2020-04-06,-0.44,-0.59,-0.48,0.02,-0.27,-0.11,0.02,-0.1,-0.045,2.21,1.24,1.72,-0.54,-0.66,-0.575,0.19,0.14,0.155
Danemark,2020-04-07,-0.4,-0.57,-0.48,0.06,-0.27,-0.1,0.11,-0.02,0.045,2.23,1.33,1.765,-0.55,-0.66,-0.575,0.19,0.14,0.155
Danemark,2020-04-08,-0.41,-0.58,-0.47,0.13,-0.23,-0.035,0.19,0.03,0.12,1.74,0.97,1.315,-0.55,-0.66,-0.58,0.18,0.13,0.14
Danemark,2020-04-09,-0.56,-0.67,-0.595,-0.28,-0.5,-0.37,-0.08,-0.23,-0.15,2.67,1.26,1.91,-0.8,-0.83,-0.815,0.23,0.21,0.22
Danemark,2020-04-10,-0.58,-0.7,-0.645,-0.52,-0.67,-0.58,-0.28,-0.41,-0.355,2.92,1.2,1.735,-0.81,-0.84,-0.815,0.26,0.22,0.235
Danemark,2020-04-11,-0.41,-0.6,-0.49,-0.11,-0.44,-0.29,0.09,0.01,0.045,1.57,0.08,0.44,-0.18,-0.27,-0.22,0.09,0.07,0.085
Danemark,2020-04-12,-0.37,-0.56,-0.46,-0.24,-0.48,-0.345,-0.14,-0.24,-0.19,1.84,0.66,1.21,-0.19,-0.26,-0.225,0.06,0.05,0.06
Danemark,2020-04-13,-0.59,-0.7,-0.63,-0.48,-0.63,-0.535,-0.2,-0.39,-0.295,1.8,0.58,1.185,-0.82,-0.85,-0.835,0.25,0.22,0.24
Danemark,2020-04-14,-0.43,-0.59,-0.495,0.01,-0.28,-0.125,0.05,0.03,0.04,0.94,0.42,0.695,-0.45,-0.57,-0.465,0.19,0.14,0.15
Danemark,2020-04-15,-0.44,-0.58,-0.47,-0.08,-0.33,-0.215,-0.03,-0.07,-0.04,0.81,0.18,0.6,-0.43,-0.56,-0.455,0.2,0.14,0.155
Danemark,2020-04-16,-0.39,-0.57,-0.45,-0.09,-0.32,-0.225,0.01,-0.07,-0.04,1.21,0.63,0.91,-0.41,-0.55,-0.445,0.19,0.14,0.155
Danemark,2020-04-17,-0.4,-0.57,-0.46,-0.13,-0.37,-0.25,-0.02,-0.09,-0.06,1.8,1.03,1.26,-0.4,-0.53,-0.43,0.18,0.13,0.135
Danemark,2020-04-18,-0.33,-0.53,-0.42,-0.25,-0.45,-0.32,-0.03,-0.08,-0.06,1.56,0.78,1.27,-0.11,-0.2,-0.135,0.08,0.06,0.07
Danemark,2020-04-19,-0.3,-0.54,-0.395,-0.06,-0.36,-0.175,-0.05,-0.14,-0.115,1.83,0.96,1.155,-0.11,-0.18,-0.14,0.05,0.04,0.05
Danemark,2020-04-20,-0.37,-0.5,-0.4,-0.07,-0.25,-0.125,-0.04,-0.09,-0.06,1.62,1.18,1.29,-0.36,-0.48,-0.4,0.16,0.11,0.125
Danemark,2020-04-21,-0.27,-0.48,-0.375,-0.13,-0.27,-0.145,0.04,-0.05,-0.025,1.73,1.24,1.425,-0.35,-0.47,-0.385,0.15,0.1,0.125
Danemark,2020-04-22,-0.28,-0.49,-0.365,-0.04,-0.27,-0.15,0.02,-0.07,-0.035,1.69,1.14,1.36,-0.35,-0.47,-0.37,0.16,0.1,0.12
Danemark,2020-04-23,-0.3,-0.49,-0.365,-0.03,-0.29,-0.16,0.03,-0.06,-0.02,2.09,1.11,1.67,-0.34,-0.47,-0.37,0.15,0.11,0.115
Danemark,2020-04-24,-0.38,-0.52,-0.435,-0.1,-0.37,-0.225,-0.01,-0.09,-0.05,1.77,0.99,1.18,-0.35,-0.47,-0.38,0.16,0.11,0.125
Danemark,2020-04-25,-0.25,-0.5,-0.34,-0.12,-0.43,-0.245,0.04,-0.07,-0.025,2.21,0.73,1.385,-0.07,-0.18,-0.115,0.07,0.05,0.06
Danemark,2020-04-26,-0.31,-0.54,-0.41,-0.06,-0.37,-0.175,-0.05,-0.15,-0.12,1.32,0.51,0.735,-0.11,-0.18,-0.165,0.05,0.04,0.05
Danemark,2020-04-27,-0.29,-0.51,-0.415,-0.06,-0.29,-0.19,-0.04,-0.12,-0.08,1.18,0.23,0.55,-0.35,-0.46,-0.365,0.16,0.11,0.125
Danemark,2020-04-28,-0.24,-0.47,-0.365,-0.06,-0.3,-0.195,-0.02,-0.08,-0.055,1.34,0.71,1.045,-0.33,-0.45,-0.35,0.13,0.09,0.1
Danemark,2020-04-29,-0.28,-0.55,-0.405,-0.14,-0.38,-0.225,-0.03,-0.14,-0.085,0.42,-0.09,0.22,-0.34,-0.46,-0.365,0.17,0.12,0.13
Danemark,2020-04-30,-0.37,-0.53,-0.37,-0.11,-0.44,-0.23,0.05,-0.09,0.03,0.36,-0.14,0.11,-0.34,-0.46,-0.36,0.17,0.12,0.13
Danemark,2020-05-01,-0.34,-0.54,-0.41,-0.13,-0.44,-0.245,0.04,-0.03,0.005,1.33,0.58,0.74,-0.45,-0.56,-0.475,0.19,0.13,0.145
Danemark,2020-05-02,-0.26,-0.51,-0.29,-0.18,-0.5,-0.24,0.07,-0.05,0.02,1.16,0.19,0.65,-0.09,-0.19,-0.12,0.09,0.06,0.07
Danemark,2020-05-03,-0.18,-0.45,-0.34,-0.05,-0.38,-0.19,-0.02,-0.09,-0.08,1.56,0.85,1.06,-0.04,-0.12,-0.09,0.04,0.03,0.04
Danemark,2020-05-04,-0.28,-0.45,-0.32,-0.09,-0.33,-0.19,0.03,-0.06,-0.02,1.03,0.47,0.84,-0.3,-0.41,-0.33,0.14,0.09,0.11
Danemark,2020-05-05,-0.24,-0.44,-0.3,-0.09,-0.35,-0.16,0.04,-0.03,0.02,1.3,0.78,0.96,-0.29,-0.41,-0.3,0.14,0.09,0.1
Danemark,2020-05-06,-0.27,-0.44,-0.29,-0.08,-0.35,-0.185,0.07,-0.02,0.03,0.96,0.46,0.78,-0.29,-0.4,-0.31,0.14,0.09,0.105
Danemark,2020-05-07,-0.2,-0.41,-0.235,0.04,-0.27,-0.075,0.24,0.11,0.18,1.88,1.08,1.51,-0.28,-0.4,-0.31,0.1,0.06,0.07
Danemark,2020-05-08,-0.46,-0.57,-0.49,-0.48,-0.64,-0.54,-0.2,-0.37,-0.285,3.77,1.71,2.385,-0.76,-0.79,-0.77,0.21,0.17,0.185
Danemark,2020-05-09,-0.04,-0.41,-0.2,-0.04,-0.41,-0.155,0.21,0.04,0.125,2.99,1.17,1.81,-0.02,-0.1,-0.05,0.04,0.02,0.03
Espagne,2020-02-15,0.15,0.04,0.07,0.06,-0.01,0.03,0.07,-0.02,0.02,0.53,0.28,0.31,0.01,-0.01,0.01,-0.02,-0.03,-0.02
Espagne,2020-02-16,0.16,0.01,0.08,0.1,-0.11,0.02,0.14,-0.17,0.03,0.37,-0.31,0.13,0.01,-0.03,-0.01,0.01,-0.04,-0.02
Espagne,2020-02-17,0.09,-0.05,0.06,0.01,-0.04,-0.01,0.08,-0.03,0.02,0.19,-0.16,0.08,0.13,0.02,0.04,0.01,-0.02,-0.01
Espagne,2020-02-18,0.05,-0.03,0.035,0.02,-0.06,-0.01,0.02,-0.02,0.01,0.21,-0.12,0.11,0.05,0.02,0.04,0.01,-0.02,-0.01
Espagne,2020-02-19,0.08,0.02,0.02,0.02,-0.01,0.01,0.02,-0.02,0.01,0.29,0.11,0.18,0.05,0.04,0.04,-0.01,-0.02,-0.01
Espagne,2020-02-20,0.11,-0.37,0.08,0.06,-0.02,0.02,0.03,0.01,0.02,0.34,0.15,0.24,0.05,0.01,0.03,-0.01,-0.02,-0.01
Espagne,2020-02-21,0.2,-0.28,0.08,0.09,-0.02,0.03,0.05,0.01,0.02,0.45,0.15,0.22,0.07,-0.08,0.03,-0.01,-0.03,-0.02
Espagne,2020-02-22,0.31,-0.21,0.14,0.13,-0.1,0.03,0.07,-0.03,0.02,0.84,0.09,0.485,0.06,-0.03,0.03,0.01,-0.04,-0.025
Espagne,2020-02-23,0.32,-0.14,0.18,0.36,-0.27,0.11,0.32,-0.2,0.135,0.73,-0.34,0.385,0.08,-0.12,0.03,0.06,-0.06,-0.04
Espagne,2020-02-24,0.17,-0.3,0.08,0.15,-0.04,0.04,0.1,-0.04,0.04,0.8,0.1,0.35,0.09,-0.34,-0.12,0.05,-0.02,-0.01
Espagne,2020-02-25,0.15,-0.08,0.05,0.06,-0.17,-0.03,0.06,-0.38,-0.01,0.49,-0.17,0.215,0.05,-0.55,-0.11,0.09,-0.01,0.01
Espagne,2020-02-26,0.13,-0.41,0.03,0.05,-0.1,-0.01,0.1,-0.05,0.03,0.28,-0.24,0.15,0.05,-0.15,-0.01,0.03,-0.01,-0.01
Espagne,2020-02-27,0.23,-0.01,0.06,0.19,-0.06,0.01,0.23,-0.02,0.05,0.32,-0.21,0.18,0.03,-0.09,0.02,0.02,-0.05,-0.01
Espagne,2020-02-28,0.17,-0.29,0.1,0.09,-0.13,0.03,0.07,-0.6,0.05,0.77,0.08,0.26,0.05,-0.62,0.02,0.07,-0.02,-0.01
Espagne,2020-02-29,0.2,-0.03,0.06,0.1,-0.09,-0.01,0.11,-0.01,0.03,0.53,-0.06,0.25,0.04,-0.06,0.01,0.01,-0.02,-0.01
Espagne,2020-03-01,0.26,-0.25,0.1,0.13,-0.04,0.04,0.2,0.01,0.06,0.38,-0.18,0.08,0.06,0.01,0.02,0.01,-0.06,-0.02
Espagne,2020-03-02,0.07,-0.05,-0.005,-0.01,-0.13,-0.025,0.06,-0.03,0.02,0.03,-0.4,-0.09,0.04,-0.03,0.02,0.01,-0.01,0.01
Espagne,2020-03-03,0.02,-0.05,-0.015,-0.03,-0.08,-0.055,0.02,-0.01,0.005,0.03,-0.2,-0.085,0.04,0.01,0.025,0.01,-0.01,0
Espagne,2020-03-04,0.14,-0.02,0.08,0.1,-0.02,0.01,0.2,0.03,0.04,0.34,0.1,0.33,0.07,0.03,0.06,-0.01,-0.04,-0.01
Espagne,2020-03-05,0.12,-0.19,0.02,0.04,-0.15,-0.025,0.05,-0.24,0.01,0.58,-0.3,0.08,0.07,-0.45,0.025,0.06,-0.01,0
Espagne,2020-03-06,0.06,-0.38,-0.03,0.01,-0.12,-0.06,0.03,-0.09,-0.01,0.05,-0.36,-0.1,0.03,-0.25,-0.01,0.05,-0.01,0.01
Espagne,2020-03-07,0.12,-0.29,0.04,0.06,-0.08,-0.01,0.02,-0.03,0.01,0.34,-0.17,0.17,0.03,-0.03,0.01,0.01,-0.02,-0.01
Espagne,2020-03-08,0.25,-0.21,0.095,0.13,-0.03,0.055,0.11,-0.01,0.065,0.39,-0.21,0.235,0.06,-0.02,0.025,0.01,-0.06,-0.02
Espagne,2020-03-09,0.08,-0.02,0.05,0.01,-0.03,-0.02,0.08,0.03,0.04,0.28,0.01,0.14,0.12,0.02,0.05,-0.01,-0.02,-0.02
Espagne,2020-03-10,0.11,-0.35,0.03,0.04,-0.03,-0.01,0.35,0.11,0.165,0.34,0.16,0.23,0.06,0.02,0.035,-0.01,-0.02,-0.01
Espagne,2020-03-11,0.09,-0.21,-0.03,0.04,-0.16,-0.02,0.25,0.11,0.17,0.48,0.17,0.35,0.06,-0.21,0.02,0.08,-0.01,-0.01
Espagne,2020-03-12,-0.04,-0.33,-0.12,-0.07,-0.32,-0.12,0.39,0.15,0.25,0.09,-0.24,-0.015,0.01,-0.28,-0.03,0.12,0.01,0.02
Espagne,2020-03-13,-0.09,-0.49,-0.26,-0.18,-0.47,-0.32,0.42,0.22,0.32,-0.02,-0.34,-0.225,0.01,-0.37,-0.125,0.17,0.03,0.075
Espagne,2020-03-14,-0.2,-0.65,-0.485,-0.46,-0.82,-0.675,-0.01,-0.15,-0.075,-0.24,-0.57,-0.435,-0.11,-0.46,-0.3,0.18,0.1,0.145
Espagne,2020-03-15,-0.49,-0.78,-0.715,-0.79,-0.9,-0.87,-0.24,-0.64,-0.51,-0.64,-0.83,-0.765,-0.31,-0.53,-0.485,0.19,0.14,0.17
Espagne,2020-03-16,-0.59,-0.78,-0.705,-0.77,-0.82,-0.8,-0.27,-0.37,-0.325,-0.58,-0.8,-0.71,-0.41,-0.65,-0.485,0.29,0.17,0.21
Espagne,2020-03-17,-0.63,-0.79,-0.74,-0.8,-0.85,-0.83,-0.31,-0.46,-0.38,-0.58,-0.82,-0.715,-0.49,-0.69,-0.545,0.31,0.19,0.235
Espagne,2020-03-18,-0.66,-0.81,-0.755,-0.79,-0.86,-0.83,-0.22,-0.47,-0.38,-0.6,-0.83,-0.71,-0.5,-0.71,-0.565,0.33,0.21,0.245
Espagne,2020-03-19,-0.68,-0.88,-0.79,-0.83,-0.94,-0.86,-0.41,-0.92,-0.485,-0.62,-0.86,-0.75,-0.56,-0.9,-0.635,0.39,0.22,0.295
Espagne,2020-03-20,-0.7,-0.84,-0.795,-0.83,-0.89,-0.87,-0.24,-0.51,-0.41,-0.69,-0.86,-0.775,-0.57,-0.73,-0.625,0.38,0.27,0.305
Espagne,2020-03-21,-0.75,-0.88,-0.835,-0.89,-0.93,-0.92,-0.49,-0.57,-0.53,-0.79,-0.92,-0.86,-0.57,-0.66,-0.615,0.28,0.24,0.26
Espagne,2020-03-22,-0.8,-0.9,-0.875,-0.92,-0.95,-0.94,-0.66,-0.86,-0.73,-0.8,-0.93,-0.895,-0.6,-0.68,-0.65,0.25,0.2,0.23
Espagne,2020-03-23,-0.69,-0.83,-0.79,-0.81,-0.87,-0.85,-0.38,-0.53,-0.45,-0.63,-0.86,-0.75,-0.54,-0.75,-0.605,0.33,0.21,0.26
Espagne,2020-03-24,-0.69,-0.84,-0.8,-0.83,-0.88,-0.865,-0.45,-0.56,-0.5,-0.63,-0.86,-0.765,-0.56,-0.76,-0.63,0.35,0.23,0.27
Espagne,2020-03-25,-0.69,-0.85,-0.8,-0.83,-0.89,-0.87,-0.44,-0.56,-0.51,-0.64,-0.86,-0.755,-0.57,-0.77,-0.63,0.36,0.23,0.28
Espagne,2020-03-26,-0.71,-0.85,-0.815,-0.84,-0.89,-0.87,-0.46,-0.57,-0.515,-0.64,-0.87,-0.765,-0.58,-0.77,-0.645,0.37,0.24,0.285
Espagne,2020-03-27,-0.71,-0.86,-0.825,-0.85,-0.9,-0.88,-0.42,-0.55,-0.475,-0.69,-0.88,-0.79,-0.59,-0.77,-0.64,0.4,0.28,0.325
Espagne,2020-03-28,-0.75,-0.88,-0.855,-0.9,-0.93,-0.92,-0.52,-0.61,-0.57,-0.76,-0.91,-0.86,-0.58,-0.68,-0.63,0.28,0.24,0.27
Espagne,2020-03-29,-0.8,-0.9,-0.885,-0.92,-0.95,-0.94,-0.68,-0.85,-0.765,-0.79,-0.93,-0.895,-0.59,-0.66,-0.63,0.24,0.2,0.22
Espagne,2020-03-30,-0.74,-0.87,-0.835,-0.86,-0.9,-0.89,-0.5,-0.58,-0.55,-0.68,-0.88,-0.79,-0.62,-0.82,-0.71,0.36,0.23,0.295
Espagne,2020-03-31,-0.73,-0.88,-0.83,-0.9,-0.93,-0.92,-0.49,-0.59,-0.545,-0.68,-0.89,-0.815,-0.68,-0.83,-0.73,0.37,0.25,0.31
Espagne,2020-04-01,-0.72,-0.87,-0.82,-0.9,-0.93,-0.92,-0.48,-0.57,-0.53,-0.69,-0.87,-0.79,-0.67,-0.83,-0.73,0.38,0.25,0.31
Espagne,2020-04-02,-0.73,-0.87,-0.83,-0.9,-0.93,-0.92,-0.46,-0.57,-0.515,-0.66,-0.87,-0.79,-0.68,-0.83,-0.72,0.39,0.26,0.32
Espagne,2020-04-03,-0.73,-0.87,-0.84,-0.87,-0.9,-0.89,-0.42,-0.53,-0.485,-0.71,-0.88,-0.815,-0.67,-0.82,-0.71,0.41,0.29,0.35
Espagne,2020-04-04,-0.75,-0.89,-0.855,-0.9,-0.93,-0.92,-0.5,-0.59,-0.56,-0.76,-0.91,-0.86,-0.59,-0.69,-0.64,0.29,0.24,0.27
Espagne,2020-04-05,-0.81,-0.92,-0.89,-0.93,-0.95,-0.94,-0.69,-0.85,-0.765,-0.82,-0.92,-0.895,-0.63,-0.7,-0.67,0.25,0.21,0.23
Espagne,2020-04-06,-0.72,-0.86,-0.825,-0.84,-0.88,-0.875,-0.45,-0.55,-0.5,-0.65,-0.86,-0.775,-0.63,-0.82,-0.71,0.36,0.23,0.295
Espagne,2020-04-07,-0.71,-0.86,-0.81,-0.86,-0.91,-0.885,-0.24,-0.48,-0.375,-0.65,-0.86,-0.77,-0.67,-0.82,-0.705,0.36,0.24,0.29
Espagne,2020-04-08,-0.68,-0.85,-0.8,-0.84,-0.9,-0.88,-0.2,-0.4,-0.265,-0.65,-0.87,-0.75,-0.66,-0.82,-0.705,0.36,0.23,0.28
Espagne,2020-04-09,-0.82,-0.92,-0.89,-0.88,-0.95,-0.94,-0.31,-0.91,-0.76,-0.76,-0.91,-0.82,-0.75,-0.92,-0.855,0.43,0.3,0.36
Espagne,2020-04-10,-0.85,-0.93,-0.915,-0.95,-0.97,-0.96,-0.86,-0.94,-0.92,-0.81,-0.93,-0.875,-0.85,-0.92,-0.88,0.46,0.36,0.42
Espagne,2020-04-11,-0.75,-0.89,-0.84,-0.9,-0.95,-0.92,-0.32,-0.48,-0.425,-0.76,-0.91,-0.855,-0.56,-0.68,-0.625,0.28,0.24,0.26
Espagne,2020-04-12,-0.81,-0.92,-0.89,-0.92,-0.96,-0.94,-0.6,-0.84,-0.745,-0.8,-0.93,-0.89,-0.6,-0.7,-0.66,0.24,0.21,0.23
