country_name_fr,date,max_transit,min_transit,med_transit,max_retail,min_retail,med_retail,max_gp,min_gp,med_gp,max_parks,min_parks,med_parks,max_workplaces,min_workplaces,med_workplaces,max_res,min_res,med_res
Allemagne,2020-02-15,0.15,0.04,0.105,0.07,0.02,0.05,0.06,-0.03,0.01,0.61,0.33,0.465,0.03,-0.04,-0.005,-0.01,-0.02,-0.01
Allemagne,2020-02-16,0.2,-0.04,0.1,0.23,-0.05,0.06,0.43,-0.19,0.16,0.64,-0.4,0.05,0.01,-0.02,-0.01,0.01,-0.02,-0.01
Allemagne,2020-02-17,0.02,-0.08,-0.08,0.08,0.01,0.05,0.02,-0.02,-0.01,0.45,0.02,0.11,0.02,-0.18,-0.17,0.03,-0.01,0.02
Allemagne,2020-02-18,0.03,-0.15,0.01,0.06,0.01,0.03,0.04,-0.03,0.01,0.25,0.02,0.1,0.01,-0.18,-0.01,0.03,0.01,0.01
Allemagne,2020-02-19,-0.03,-0.11,-0.085,0.05,-0.02,0.02,-0.01,-0.06,-0.035,0.18,-0.19,-0.08,-0.01,-0.18,-0.16,0.03,0.01,0.03
Allemagne,2020-02-20,0.11,-0.11,-0.05,0.08,0.01,0.035,-0.01,-0.07,-0.04,0.23,-0.03,0.15,-0.04,-0.19,-0.175,0.03,0.01,0.02
Allemagne,2020-02-21,0.03,-0.11,0.005,0.03,-0.01,0.02,0.03,-0.04,0.015,0.22,-0.05,0.165,-0.01,-0.19,-0.05,0.03,0.01,0.015
Allemagne,2020-02-22,0.15,0.07,0.1,0.07,-0.05,0.02,0.01,-0.04,-0.02,0.57,-0.1,0.13,-0.01,-0.05,-0.03,0.01,-0.01,0.01
Allemagne,2020-02-23,0.05,-0.11,-0.065,-0.05,-0.12,-0.075,-0.03,-0.3,-0.125,-0.28,-0.44,-0.39,-0.01,-0.05,-0.035,0.01,0.01,0.01
Allemagne,2020-02-24,0.02,-0.28,-0.045,0.11,-0.09,0,0.02,-0.16,-0.055,0.54,-0.07,0.11,-0.01,-0.46,-0.215,0.1,0.01,0.04
Allemagne,2020-02-25,0.03,-0.19,-0.11,0.03,-0.04,0,0.04,-0.05,-0.015,0.34,-0.03,0.135,0.01,-0.28,-0.18,0.07,0.01,0.045
Allemagne,2020-02-26,-0.03,-0.17,-0.085,0.01,-0.08,-0.035,0.04,-0.04,-0.01,0.14,-0.25,-0.01,-0.01,-0.18,-0.03,0.04,0.01,0.025
Allemagne,2020-02-27,0.02,-0.18,-0.05,0.04,-0.16,-0.07,0.06,-0.06,0.035,0.2,-0.22,-0.05,0.01,-0.17,-0.015,0.04,0.01,0.02
Allemagne,2020-02-28,0.03,-0.11,-0.02,0.06,-0.04,0.02,0.14,0.05,0.095,0.13,-0.05,0.06,-0.01,-0.16,-0.02,0.03,0.01,0.015
Allemagne,2020-02-29,0.06,-0.04,0.01,-0.01,-0.05,-0.02,0.08,0.03,0.045,0.11,-0.08,0.045,0.01,-0.04,-0.015,0.02,-0.01,0.01
Allemagne,2020-03-01,0.17,0.02,0.05,0.17,-0.06,0.11,0.27,0.14,0.19,0.39,-0.02,0.16,0.06,0.01,0.02,0.01,-0.01,-0.01
Allemagne,2020-03-02,0.05,-0.04,0.02,0.07,0.03,0.04,0.12,0.04,0.05,0.42,0.06,0.21,0.02,-0.13,0.01,0.02,0.01,0.01
Allemagne,2020-03-03,0.05,-0.11,-0.04,0.07,-0.01,0.02,0.06,0.01,0.04,0.29,-0.02,0.09,0.01,-0.14,-0.01,0.03,0.01,0.01
Allemagne,2020-03-04,0.03,-0.11,-0.05,0.05,-0.04,0.02,0.04,-0.02,0.025,0.33,-0.2,0.15,0.01,-0.14,-0.01,0.03,0.01,0.01
Allemagne,2020-03-05,-0.03,-0.12,-0.08,0.06,-0.09,-0.06,0.03,-0.03,-0.02,0.41,-0.24,-0.16,-0.01,-0.14,-0.01,0.03,0.01,0.02
Allemagne,2020-03-06,-0.01,-0.11,-0.07,0.01,-0.1,-0.03,0.02,-0.07,-0.01,0.02,-0.22,-0.11,-0.01,-0.15,-0.02,0.03,0.02,0.02
Allemagne,2020-03-07,0.04,-0.03,0.005,0.04,-0.01,0.015,-0.02,-0.06,-0.04,0.29,0.27,0.28,-0.01,-0.04,-0.025,0.01,-0.01,0
Allemagne,2020-03-08,0.14,-0.06,0.08,0.29,0.02,0.22,0.39,0.13,0.21,0.48,0.14,0.43,0.08,-0.01,0.04,0.01,-0.01,-0.01
Allemagne,2020-03-09,-0.04,-0.11,-0.055,0.01,-0.03,-0.01,0.03,-0.03,0.02,0.09,-0.03,0.05,-0.01,-0.16,-0.01,0.03,0.01,0.02
Allemagne,2020-03-10,-0.06,-0.16,-0.105,-0.05,-0.09,-0.085,-0.02,-0.07,-0.02,-0.09,-0.24,-0.16,-0.01,-0.16,-0.02,0.04,0.02,0.03
Allemagne,2020-03-11,-0.01,-0.13,-0.07,0.09,-0.05,-0.015,0.06,-0.01,0.02,0.69,-0.17,0.125,-0.01,-0.16,-0.02,0.03,0.01,0.02
Allemagne,2020-03-12,-0.03,-0.18,-0.09,-0.02,-0.14,-0.06,0.09,0.01,0.07,0.11,-0.22,0.035,-0.01,-0.18,-0.03,0.05,0.02,0.02
Allemagne,2020-03-13,-0.06,-0.22,-0.145,-0.02,-0.19,-0.09,0.25,0.11,0.19,0.23,-0.24,-0.025,-0.01,-0.2,-0.04,0.06,0.02,0.04
Allemagne,2020-03-14,0.09,-0.26,-0.19,-0.03,-0.25,-0.17,0.18,0.03,0.1,1.1,0.03,0.4,0.03,-0.08,-0.04,0.05,0.01,0.04
Allemagne,2020-03-15,0.01,-0.31,-0.155,0.03,-0.37,-0.085,0.3,-0.13,0.18,1.27,0.23,0.78,0.04,-0.12,-0.055,0.04,0.01,0.02
Allemagne,2020-03-16,-0.1,-0.33,-0.255,0.04,-0.2,-0.07,0.27,0.15,0.21,0.6,0.1,0.41,-0.07,-0.28,-0.195,0.11,0.03,0.06
Allemagne,2020-03-17,-0.21,-0.43,-0.355,-0.06,-0.38,-0.2,0.16,0.05,0.115,0.67,-0.01,0.32,-0.17,-0.37,-0.26,0.14,0.07,0.1
Allemagne,2020-03-18,-0.25,-0.49,-0.41,-0.12,-0.49,-0.36,0.12,-0.06,0.05,0.93,-0.04,0.39,-0.21,-0.41,-0.31,0.17,0.07,0.12
Allemagne,2020-03-19,-0.31,-0.54,-0.465,-0.25,-0.54,-0.45,0.06,-0.11,-0.03,0.54,-0.15,0.21,-0.24,-0.45,-0.34,0.19,0.09,0.14
Allemagne,2020-03-20,-0.45,-0.58,-0.51,-0.36,-0.58,-0.5,0.04,-0.1,-0.04,0.15,-0.43,-0.15,-0.28,-0.46,-0.37,0.2,0.12,0.16
Allemagne,2020-03-21,-0.42,-0.74,-0.58,-0.48,-0.85,-0.66,-0.08,-0.43,-0.2,0.25,-0.72,-0.2,-0.18,-0.4,-0.3,0.17,0.09,0.13
Allemagne,2020-03-22,-0.43,-0.71,-0.58,-0.55,-0.81,-0.69,-0.21,-0.5,-0.33,0.36,-0.36,0.08,-0.18,-0.43,-0.34,0.12,0.06,0.09
Allemagne,2020-03-23,-0.46,-0.64,-0.565,-0.35,-0.67,-0.565,-0.04,-0.23,-0.165,0.17,-0.28,0,-0.31,-0.51,-0.41,0.21,0.12,0.16
Allemagne,2020-03-24,-0.46,-0.66,-0.57,-0.45,-0.67,-0.57,-0.1,-0.28,-0.18,0.4,-0.23,0.12,-0.33,-0.53,-0.43,0.22,0.14,0.18
Allemagne,2020-03-25,-0.45,-0.64,-0.57,-0.44,-0.68,-0.57,-0.08,-0.27,-0.18,0.44,-0.19,0.16,-0.34,-0.54,-0.43,0.22,0.13,0.17
Allemagne,2020-03-26,-0.45,-0.65,-0.57,-0.42,-0.69,-0.57,-0.06,-0.24,-0.16,0.36,-0.33,0.08,-0.34,-0.53,-0.44,0.22,0.13,0.17
Allemagne,2020-03-27,-0.47,-0.65,-0.57,-0.44,-0.68,-0.57,-0.09,-0.22,-0.15,0.51,-0.1,0.24,-0.35,-0.53,-0.44,0.21,0.14,0.18
Allemagne,2020-03-28,-0.38,-0.62,-0.53,-0.51,-0.75,-0.66,-0.1,-0.32,-0.2,0.76,0.06,0.38,-0.2,-0.4,-0.33,0.14,0.08,0.12
Allemagne,2020-03-29,-0.58,-0.74,-0.7,-0.7,-0.83,-0.77,-0.4,-0.56,-0.51,-0.22,-0.63,-0.5,-0.27,-0.44,-0.39,0.12,0.08,0.1
Allemagne,2020-03-30,-0.48,-0.63,-0.56,-0.42,-0.63,-0.53,-0.09,-0.22,-0.17,0.18,-0.51,-0.16,-0.34,-0.53,-0.44,0.22,0.13,0.17
Allemagne,2020-03-31,-0.43,-0.61,-0.52,-0.4,-0.63,-0.52,-0.06,-0.19,-0.12,0.47,-0.36,0.13,-0.34,-0.53,-0.44,0.21,0.13,0.17
Allemagne,2020-04-01,-0.38,-0.62,-0.53,-0.39,-0.62,-0.51,-0.05,-0.21,-0.13,0.6,-0.18,0.11,-0.33,-0.53,-0.44,0.22,0.12,0.17
Allemagne,2020-04-02,-0.41,-0.63,-0.55,-0.4,-0.62,-0.525,-0.1,-0.2,-0.12,0.34,-0.28,0.07,-0.33,-0.54,-0.45,0.22,0.13,0.17
Allemagne,2020-04-03,-0.48,-0.65,-0.58,-0.41,-0.67,-0.56,-0.06,-0.18,-0.11,0.03,-0.32,-0.09,-0.34,-0.53,-0.44,0.22,0.15,0.19
Allemagne,2020-04-04,-0.38,-0.63,-0.52,-0.47,-0.73,-0.63,-0.06,-0.27,-0.15,0.64,-0.1,0.2,-0.19,-0.37,-0.31,0.14,0.08,0.12
Allemagne,2020-04-05,-0.28,-0.62,-0.46,-0.46,-0.67,-0.58,0.05,-0.32,-0.13,1.11,0.21,0.69,-0.12,-0.39,-0.3,0.1,0.04,0.07
Allemagne,2020-04-06,-0.35,-0.61,-0.5,-0.24,-0.56,-0.42,0.04,-0.15,-0.06,1.13,0.13,0.49,-0.35,-0.53,-0.44,0.19,0.1,0.14
Allemagne,2020-04-07,-0.35,-0.61,-0.505,-0.25,-0.56,-0.435,0.07,-0.12,-0.02,0.82,0.11,0.515,-0.35,-0.53,-0.455,0.19,0.11,0.155
Allemagne,2020-04-08,-0.33,-0.61,-0.495,-0.22,-0.55,-0.395,0.22,0.07,0.1,1.02,0.24,0.585,-0.35,-0.53,-0.455,0.19,0.1,0.14
Allemagne,2020-04-09,-0.35,-0.61,-0.49,-0.18,-0.53,-0.37,0.23,0.06,0.14,0.68,-0.01,0.38,-0.38,-0.54,-0.47,0.19,0.1,0.14
Allemagne,2020-04-10,-0.59,-0.8,-0.69,-0.78,-0.84,-0.81,-0.91,-0.93,-0.92,1.34,0.16,0.72,-0.81,-0.88,-0.85,0.32,0.26,0.28
Allemagne,2020-04-11,-0.3,-0.62,-0.475,-0.35,-0.67,-0.545,0.19,-0.1,0.02,0.77,0.05,0.355,-0.14,-0.37,-0.305,0.12,0.06,0.1
Allemagne,2020-04-12,-0.27,-0.67,-0.47,-0.45,-0.69,-0.63,-0.03,-0.42,-0.2,1.16,0.24,0.63,-0.03,-0.38,-0.25,0.1,0.01,0.06
Allemagne,2020-04-13,-0.66,-0.81,-0.73,-0.77,-0.85,-0.82,-0.92,-0.94,-0.93,0.91,-0.29,0.22,-0.84,-0.89,-0.87,0.31,0.26,0.29
Allemagne,2020-04-14,-0.4,-0.62,-0.53,-0.27,-0.53,-0.435,0.07,-0.06,0.01,0.29,-0.21,0.16,-0.41,-0.54,-0.465,0.2,0.13,0.16
Allemagne,2020-04-15,-0.34,-0.61,-0.5,-0.31,-0.56,-0.44,-0.03,-0.17,-0.1,0.92,-0.01,0.47,-0.32,-0.53,-0.45,0.2,0.11,0.16
Allemagne,2020-04-16,-0.32,-0.6,-0.48,-0.42,-0.63,-0.52,0.09,-0.13,-0.03,0.9,0.2,0.55,-0.3,-0.52,-0.44,0.2,0.1,0.16
Allemagne,2020-04-17,-0.36,-0.6,-0.495,-0.45,-0.66,-0.535,0.04,-0.13,-0.045,0.9,0.25,0.54,-0.3,-0.48,-0.43,0.19,0.11,0.16
Allemagne,2020-04-18,-0.27,-0.61,-0.475,-0.56,-0.74,-0.635,-0.09,-0.24,-0.12,0.79,0.04,0.395,-0.04,-0.31,-0.225,0.12,0.05,0.095
Allemagne,2020-04-19,-0.3,-0.61,-0.435,-0.45,-0.68,-0.57,0.06,-0.28,-0.07,0.99,0.2,0.635,-0.01,-0.31,-0.215,0.09,0.03,0.07
Allemagne,2020-04-20,-0.32,-0.57,-0.44,-0.35,-0.58,-0.41,-0.03,-0.15,-0.09,0.74,0.06,0.38,-0.24,-0.45,-0.35,0.18,0.08,0.12
Allemagne,2020-04-21,-0.32,-0.58,-0.44,-0.4,-0.6,-0.44,-0.04,-0.15,-0.08,0.79,0.08,0.46,-0.25,-0.45,-0.35,0.18,0.09,0.14
Allemagne,2020-04-22,-0.3,-0.57,-0.445,-0.39,-0.57,-0.46,-0.02,-0.15,-0.075,0.92,0.23,0.605,-0.24,-0.45,-0.36,0.17,0.08,0.13
Allemagne,2020-04-23,-0.3,-0.56,-0.42,-0.37,-0.58,-0.45,0.03,-0.16,-0.06,0.97,0.31,0.58,-0.22,-0.45,-0.35,0.17,0.08,0.13
Allemagne,2020-04-24,-0.34,-0.58,-0.47,-0.44,-0.6,-0.495,-0.04,-0.17,-0.07,0.69,0.12,0.43,-0.24,-0.44,-0.36,0.17,0.09,0.14
Allemagne,2020-04-25,-0.26,-0.55,-0.41,-0.46,-0.65,-0.56,0.05,-0.19,-0.09,0.71,0.03,0.41,-0.07,-0.27,-0.18,0.1,0.05,0.09
Allemagne,2020-04-26,-0.18,-0.58,-0.375,-0.38,-0.7,-0.52,0.21,-0.27,0.045,1.24,0.04,0.825,0.04,-0.28,-0.195,0.08,0.02,0.06
Allemagne,2020-04-27,-0.28,-0.55,-0.41,-0.34,-0.54,-0.41,-0.08,-0.17,-0.13,1.11,0.26,0.61,-0.21,-0.42,-0.32,0.16,0.07,0.11
Allemagne,2020-04-28,-0.29,-0.56,-0.46,-0.38,-0.57,-0.46,-0.06,-0.13,-0.1,0.87,0.04,0.19,-0.21,-0.44,-0.34,0.16,0.08,0.13
Allemagne,2020-04-29,-0.27,-0.55,-0.43,-0.34,-0.59,-0.44,0.1,-0.04,0.01,0.48,-0.15,0.15,-0.22,-0.44,-0.33,0.18,0.08,0.13
Allemagne,2020-04-30,-0.24,-0.54,-0.395,-0.17,-0.47,-0.325,0.3,0.13,0.19,0.23,-0.27,-0.065,-0.23,-0.44,-0.35,0.16,0.07,0.115
Allemagne,2020-05-01,-0.55,-0.81,-0.67,-0.78,-0.87,-0.82,-0.89,-0.94,-0.92,0.8,-0.15,0.19,-0.79,-0.87,-0.84,0.31,0.23,0.28
Allemagne,2020-05-02,-0.26,-0.51,-0.42,-0.28,-0.54,-0.45,0.2,-0.05,0.05,0.25,-0.38,-0.13,-0.09,-0.26,-0.2,0.11,0.05,0.09
Allemagne,2020-05-03,-0.16,-0.55,-0.36,-0.47,-0.72,-0.55,0.22,-0.23,0.04,0.73,0.1,0.45,-0.01,-0.25,-0.18,0.08,0.03,0.06
Allemagne,2020-05-04,-0.25,-0.53,-0.39,-0.22,-0.46,-0.28,0.01,-0.09,-0.05,0.55,-0.25,-0.01,-0.2,-0.4,-0.3,0.15,0.07,0.11
Allemagne,2020-05-05,-0.22,-0.51,-0.37,-0.27,-0.49,-0.31,-0.02,-0.09,-0.06,0.63,-0.2,0.24,-0.17,-0.4,-0.3,0.16,0.07,0.11
Allemagne,2020-05-06,-0.17,-0.5,-0.36,-0.25,-0.47,-0.31,0.01,-0.09,-0.04,0.79,0.17,0.48,-0.15,-0.4,-0.29,0.15,0.06,0.11
Allemagne,2020-05-07,-0.17,-0.5,-0.36,-0.21,-0.48,-0.31,0.15,-0.07,-0.04,0.69,0.14,0.47,-0.15,-0.4,-0.29,0.15,0.06,0.11
Allemagne,2020-05-08,-0.18,-0.57,-0.37,-0.15,-0.77,-0.34,0.07,-0.86,-0.03,1.18,0.4,0.61,-0.15,-0.74,-0.3,0.2,0.06,0.11
Allemagne,2020-05-09,-0.04,-0.49,-0.32,-0.26,-0.53,-0.4,0.08,-0.05,-0.01,1.53,0.13,0.71,0.1,-0.19,-0.095,0.08,0.01,0.05
Autriche,2020-02-15,0.21,0.11,0.13,0.12,-0.03,0.09,0.05,-0.03,0.01,0.67,0.2,0.57,0.03,-0.07,-0.01,-0.01,-0.02,-0.02
Autriche,2020-02-16,0.27,0.06,0.12,0.2,0.13,0.16,0.44,0.18,0.23,0.7,0.18,0.39,0.03,-0.01,0.01,-0.01,-0.03,-0.02
Autriche,2020-02-17,0.12,-0.11,0.07,0.09,0.06,0.075,0.06,-0.01,0.045,0.42,0.19,0.26,0.04,-0.19,0.025,0.01,-0.02,-0.015
Autriche,2020-02-18,0.09,-0.11,0.06,0.17,0.05,0.07,0.1,-0.01,0.04,0.51,0.38,0.4,0.04,-0.19,0.02,0.02,-0.01,-0.01
Autriche,2020-02-19,0.09,-0.17,-0.01,0.1,-0.02,0.03,0.1,-0.06,0.02,0.24,-0.05,0.05,0.02,-0.19,0.01,0.02,-0.01,0.01
Autriche,2020-02-20,0.1,-0.15,0.02,0.09,0.01,0.03,0.07,-0.04,0.03,0.31,-0.03,0.07,0.03,-0.2,0.01,0.02,-0.01,0.01
Autriche,2020-02-21,0.03,-0.13,-0.02,0.03,0.01,0.01,0.07,0.02,0.04,0.15,0.01,0.07,0.01,-0.19,-0.05,0.03,0.01,0.01
Autriche,2020-02-22,0.34,0.07,0.13,0.12,0.02,0.09,0.12,-0.02,0.03,0.84,0.2,0.62,0.05,-0.01,0.02,-0.01,-0.03,-0.02
Autriche,2020-02-23,0.15,0.03,0.09,0.09,0.07,0.08,0.26,0.18,0.22,0.01,-0.11,-0.05,0.04,0.02,0.03,0.01,-0.01,0
Autriche,2020-02-24,0.13,0.02,0.03,0.09,0.04,0.07,0.1,0.06,0.08,0.26,0.05,0.17,0.04,0.01,0.02,-0.01,-0.01,-0.01
Autriche,2020-02-25,0.08,0.04,0.06,0.13,0.06,0.1,0.13,0.04,0.09,0.88,0.15,0.54,0.05,-0.11,0.01,0.04,-0.01,0.01
Autriche,2020-02-26,-0.01,-0.05,-0.04,-0.03,-0.15,-0.065,0.11,0.04,0.085,0.1,-0.27,-0.065,0.01,-0.01,-0.01,0.03,0.01,0.015
Autriche,2020-02-27,-0.01,-0.03,-0.02,0.11,0.05,0.08,0.09,0.09,0.09,0.15,0.15,0.15,0.02,0.02,0.02,0.02,0.02,0.02
Autriche,2020-02-28,0.08,-0.02,0,0.11,-0.03,0.02,0.11,0.06,0.075,0.16,-0.09,-0.02,0.01,-0.01,0.01,0.01,0.01,0.01
Autriche,2020-02-29,0.06,0.03,0.04,0.07,-0.09,0.03,0.07,0.01,0.03,0.16,0.02,0.12,0.01,-0.01,0.01,0.01,-0.01,0.01
Autriche,2020-03-01,0.18,-0.12,0.03,0.14,-0.14,0,0.29,-0.12,0.085,0.28,-0.46,-0.09,0.05,-0.02,0.015,0.03,-0.02,0.005
Autriche,2020-03-02,0.09,0.01,0.025,0.04,0.02,0.025,0.08,0.06,0.07,0.36,0.04,0.19,0.04,0.02,0.03,-0.01,-0.02,-0.01
Autriche,2020-03-03,-0.03,-0.07,-0.06,-0.01,-0.08,-0.03,0.05,-0.01,0.04,0.14,-0.25,-0.01,0.02,0.01,0.02,0.02,0.01,0.01
Autriche,2020-03-04,0.08,-0.01,0.01,0.05,0.02,0.02,0.05,0.03,0.04,0.13,0.09,0.12,0.03,0.02,0.02,-0.01,-0.01,-0.01
Autriche,2020-03-05,0.01,-0.07,0.01,0.02,-0.03,0.01,0.05,0.03,0.04,0.27,-0.15,0.08,0.02,0.01,0.02,0.01,-0.01,-0.01
Autriche,2020-03-06,-0.05,-0.06,-0.05,-0.03,-0.08,-0.04,0.04,-0.03,0.03,-0.11,-0.37,-0.18,0.01,-0.01,0.01,0.03,0.01,0.01
Autriche,2020-03-07,-0.09,-0.09,-0.09,0.03,0.03,0.03,-0.01,-0.01,-0.01,-0.14,-0.14,-0.14,-0.01,-0.01,-0.01,0.01,0.01,0.01
Autriche,2020-03-08,0.16,-0.03,0.06,0.26,0.08,0.135,0.29,0.11,0.15,0.94,0.23,0.33,0.04,-0.02,0.01,-0.01,-0.02,-0.02
Autriche,2020-03-09,0.07,-0.06,-0.04,0.04,-0.05,0.01,0.06,0.02,0.04,0.19,-0.2,-0.04,0.03,-0.01,0.01,0.01,-0.01,-0.01
Autriche,2020-03-10,-0.08,-0.09,-0.085,-0.07,-0.09,-0.08,0.04,0.04,0.04,-0.13,-0.18,-0.155,0.01,-0.01,0,0.02,0.01,0.015
Autriche,2020-03-11,-0.01,-0.11,-0.09,-0.03,-0.12,-0.05,0.22,0.09,0.17,0.18,0.1,0.11,-0.01,-0.03,-0.01,0.02,0.01,0.01
Autriche,2020-03-12,-0.04,-0.15,-0.09,-0.04,-0.13,-0.1,0.33,0.13,0.24,0.45,-0.06,0.14,-0.02,-0.05,-0.03,0.03,0.01,0.02
Autriche,2020-03-13,0.03,-0.26,-0.2,-0.09,-0.27,-0.195,0.55,0.32,0.46,0.07,-0.37,-0.18,-0.04,-0.1,-0.045,0.05,0.04,0.05
Autriche,2020-03-14,0.06,-0.5,-0.34,-0.25,-0.48,-0.355,-0.01,-0.19,-0.075,0.67,-0.5,-0.205,-0.06,-0.12,-0.1,0.09,0.07,0.08
Autriche,2020-03-15,-0.37,-0.57,-0.42,-0.46,-0.75,-0.57,-0.03,-0.54,-0.26,0.44,-0.51,-0.14,-0.14,-0.27,-0.17,0.08,0.05,0.08
Autriche,2020-03-16,-0.41,-0.63,-0.545,-0.65,-0.84,-0.7,-0.06,-0.37,-0.14,0.02,-0.68,-0.385,-0.37,-0.52,-0.42,0.21,0.17,0.18
Autriche,2020-03-17,-0.45,-0.7,-0.635,-0.73,-0.86,-0.785,-0.25,-0.46,-0.31,0.45,-0.7,-0.38,-0.46,-0.63,-0.545,0.26,0.21,0.23
Autriche,2020-03-18,-0.45,-0.7,-0.64,-0.72,-0.86,-0.785,-0.24,-0.44,-0.3,0.69,-0.67,-0.275,-0.5,-0.65,-0.565,0.26,0.22,0.235
Autriche,2020-03-19,-0.38,-0.74,-0.66,-0.74,-0.88,-0.795,-0.2,-0.44,-0.285,0.35,-0.74,-0.3,-0.53,-0.67,-0.59,0.28,0.23,0.25
Autriche,2020-03-20,-0.44,-0.76,-0.675,-0.77,-0.89,-0.8,-0.21,-0.45,-0.29,0.36,-0.75,-0.305,-0.53,-0.66,-0.585,0.29,0.24,0.255
Autriche,2020-03-21,-0.61,-0.85,-0.75,-0.86,-0.93,-0.88,-0.33,-0.54,-0.39,-0.57,-0.86,-0.68,-0.49,-0.63,-0.52,0.23,0.19,0.2
Autriche,2020-03-22,-0.68,-0.85,-0.77,-0.87,-0.95,-0.89,-0.5,-0.87,-0.67,-0.31,-0.82,-0.61,-0.49,-0.67,-0.54,0.17,0.14,0.15
Autriche,2020-03-23,-0.61,-0.74,-0.705,-0.74,-0.87,-0.79,-0.24,-0.44,-0.31,-0.25,-0.77,-0.58,-0.53,-0.68,-0.59,0.27,0.23,0.25
Autriche,2020-03-24,-0.56,-0.75,-0.705,-0.75,-0.87,-0.8,-0.26,-0.47,-0.33,0.07,-0.73,-0.435,-0.54,-0.68,-0.605,0.28,0.24,0.255
Autriche,2020-03-25,-0.58,-0.76,-0.73,-0.77,-0.87,-0.81,-0.28,-0.46,-0.345,-0.21,-0.77,-0.585,-0.54,-0.69,-0.605,0.29,0.24,0.265
Autriche,2020-03-26,-0.52,-0.77,-0.72,-0.74,-0.88,-0.81,-0.22,-0.46,-0.31,-0.06,-0.8,-0.615,-0.55,-0.69,-0.61,0.29,0.26,0.27
Autriche,2020-03-27,-0.49,-0.77,-0.705,-0.75,-0.88,-0.79,-0.2,-0.43,-0.265,0.29,-0.74,-0.42,-0.55,-0.67,-0.595,0.28,0.25,0.27
Autriche,2020-03-28,-0.32,-0.81,-0.65,-0.79,-0.9,-0.825,-0.21,-0.47,-0.325,0.65,-0.75,-0.225,-0.44,-0.6,-0.485,0.2,0.16,0.17
Autriche,2020-03-29,-0.59,-0.85,-0.71,-0.82,-0.95,-0.86,-0.36,-0.86,-0.62,0.08,-0.82,-0.44,-0.45,-0.65,-0.51,0.16,0.13,0.14
Autriche,2020-03-30,-0.59,-0.77,-0.715,-0.72,-0.87,-0.77,-0.23,-0.47,-0.305,-0.17,-0.83,-0.565,-0.52,-0.67,-0.575,0.26,0.22,0.24
Autriche,2020-03-31,-0.49,-0.73,-0.69,-0.71,-0.85,-0.765,-0.17,-0.41,-0.24,0.12,-0.74,-0.455,-0.51,-0.67,-0.585,0.27,0.22,0.24
Autriche,2020-04-01,-0.44,-0.71,-0.675,-0.72,-0.85,-0.765,-0.25,-0.46,-0.3,0.19,-0.69,-0.34,-0.52,-0.67,-0.575,0.27,0.21,0.24
Autriche,2020-04-02,-0.44,-0.73,-0.68,-0.71,-0.85,-0.755,-0.21,-0.44,-0.28,0.22,-0.72,-0.355,-0.52,-0.68,-0.585,0.27,0.22,0.245
Autriche,2020-04-03,-0.46,-0.75,-0.695,-0.74,-0.86,-0.775,-0.19,-0.4,-0.25,0.05,-0.75,-0.435,-0.52,-0.67,-0.59,0.28,0.23,0.25
Autriche,2020-04-04,-0.34,-0.81,-0.67,-0.79,-0.89,-0.82,-0.21,-0.47,-0.31,0.2,-0.76,-0.375,-0.43,-0.58,-0.465,0.2,0.16,0.17
Autriche,2020-04-05,-0.49,-0.79,-0.65,-0.75,-0.92,-0.81,-0.21,-0.82,-0.53,0.58,-0.68,-0.18,-0.41,-0.61,-0.46,0.15,0.11,0.12
Autriche,2020-04-06,-0.45,-0.69,-0.64,-0.66,-0.83,-0.71,-0.19,-0.42,-0.245,0.28,-0.64,-0.24,-0.5,-0.66,-0.57,0.24,0.2,0.215
Autriche,2020-04-07,-0.39,-0.68,-0.635,-0.68,-0.82,-0.735,-0.18,-0.38,-0.23,0.58,-0.49,-0.08,-0.51,-0.66,-0.575,0.24,0.2,0.22
Autriche,2020-04-08,-0.38,-0.67,-0.635,-0.67,-0.81,-0.725,-0.14,-0.36,-0.205,0.5,-0.5,-0.115,-0.5,-0.66,-0.57,0.24,0.19,0.21
Autriche,2020-04-09,-0.4,-0.68,-0.64,-0.65,-0.82,-0.72,-0.04,-0.3,-0.135,0.52,-0.61,-0.185,-0.52,-0.66,-0.585,0.24,0.2,0.22
Autriche,2020-04-10,-0.46,-0.73,-0.665,-0.71,-0.83,-0.755,-0.1,-0.31,-0.16,0.38,-0.56,-0.235,-0.59,-0.68,-0.625,0.25,0.23,0.24
Autriche,2020-04-11,-0.27,-0.79,-0.62,-0.76,-0.86,-0.805,-0.16,-0.49,-0.3,0.51,-0.59,-0.25,-0.38,-0.53,-0.455,0.16,0.14,0.15
Autriche,2020-04-12,-0.52,-0.76,-0.67,-0.77,-0.9,-0.83,-0.21,-0.79,-0.54,0.53,-0.51,-0.13,-0.37,-0.6,-0.45,0.12,0.1,0.11
Autriche,2020-04-13,-0.65,-0.81,-0.78,-0.86,-0.93,-0.9,-0.92,-0.95,-0.94,0.48,-0.62,-0.155,-0.86,-0.89,-0.88,0.33,0.29,0.31
Autriche,2020-04-14,-0.41,-0.66,-0.63,-0.52,-0.72,-0.585,-0.09,-0.28,-0.16,0.03,-0.67,-0.395,-0.45,-0.62,-0.52,0.23,0.18,0.2
Autriche,2020-04-15,-0.33,-0.62,-0.59,-0.52,-0.72,-0.6,-0.14,-0.32,-0.215,0.34,-0.49,-0.135,-0.44,-0.61,-0.5,0.23,0.18,0.19
